,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
16,"Creston, IA",," $89,045 ",38.0 years, 5.08 ,38.6 years, 77.4 ," $44,463 "," 7,839 (97% urban, 3% rural). "," 1,544 "
17,"Davenport, IA", 580 feet," $126,700 ",38.0 years, 62.8 ,34.4 years, 86.9 ," $45,964 "," 102,608"," 1,634 "
18,Decorah, 900 feet," $171,982 ",38.0 years, 6.41 ,31.0 years, 80.0 ," $54,538 "," 7,957 (98% urban, 2% rural). "," 1,242 "
19,"Denison, IA",," $101,796 ",38.0 years, 6.19 ,32.9 years, 77.1 ," $48,924 "," 8,390 (98% urban, 2% rural). "," 1,355 "
20,"Des Moines, IA", 864 feet," $126,100 ",38.0 years, 75.8 ,34.5 years, 91.2 ," $49,203 "," 215,328"," 2,841 "
21,Dubuque,," $140,898 ",38.0 years, 26.5 ,36.8 years, 85.8 ," $51,700 "," 58,436 (100% urban, 0% rural). "," 2,207 "
22,"Eldridge, IA", 790 feet," $220,080 ",38.0 years, 9.40 ,35.1 years, 87.3 ," $64,060 "," 6,162 (94% urban, 6% rural). ", 655 
23,Estherville, 1290 feet," $87,009 ",38.0 years, 5.20 ,37.8 years, 76.8 ," $44,003 "," 6,121 (96% urban, 4% rural). "," 1,177 "
24,"Fairfield, IA", 778 feet," $108,118 ",38.0 years, 5.74 ,37.1 years, 79.1 ," $40,102 "," 9,750 (97% urban, 3% rural). "," 1,699 "
25,"Fort Dodge, IA",," $90,759 ",38.0 years, 14.6 ,37.3 years, 77.7 ," $39,846 "," 24,594 (97% urban, 3% rural). "," 1,689 "
26,Fort Madison,," $85,187 ",38.0 years, 9.21 ,42.5 years, 77.7 ," $43,752 "," 10,764 (97% urban, 3% rural). "," 1,168 "
27,"Grimes, IA",," $201,446 ",38.0 years, 8.95 ,32.9 years, 91.8 ," $86,336 "," 9,786 (99% urban, 1% rural). "," 1,093 "
28,"Grinnell, IA", 1010 feet," $148,408 ",38.0 years, 4.99 ,32.5 years, 80.9 ," $47,360 "," 9,069 (99% urban, 1% rural). "," 1,818 "
29,"Hiawatha, IA", 850 feet," $141,083 ",38.0 years, 3.53 ,36.6 years, 89.0 ," $46,329 "," 7,157 (100% urban, 0% rural). "," 2,026 "
30,"Indianola, IA", 970 feet," $162,231 ",38.0 years, 9.19 ,33.4 years, 90.8 ," $52,994 "," 15,305 (96% urban, 4% rural). "," 1,666 "
31,Iowa City, 698 feet," $222,500 ",38.0 years, 24.2 ,27.0 years, 93.3 ," $44,917 "," 74,384"," 3,078 "
32,"Johnston, IA", 830 feet," $253,381 ",38.0 years, 14.3 ,39.4 years, 92.0 ," $99,257 "," 20,359 (94% urban, 6% rural). "," 1,419 "
33,Keokuk, 650 feet," $71,150 ",38.0 years, 9.16 ,39.5 years, 76.6 ," $35,918 "," 10,692 (97% urban, 3% rural). "," 1,167 "
34,"Knoxville, IA", 903 feet," $100,510 ",38.0 years, 4.43 ,40.0 years, 78.1 ," $43,009 "," 7,244 (99% urban, 1% rural). "," 1,636 "
35,Le Mars, 1231 feet," $149,372 ",38.0 years, 6.81 ,39.4 years, 77.4 ," $58,598 "," 9,764 (95% urban, 5% rural). "," 1,434 "
36,Maquoketa, 704 feet," $94,081 ",38.0 years, 3.45 ,40.7 years, 77.4 ," $42,241 "," 6,012 (99% urban, 1% rural). "," 1,744 "
37,"Marion, IA", 850 feet," $158,131 ",38.0 years, 12.0 ,37.7 years, 87.3 ," $71,336 "," 36,774 (100% urban, 0% rural). "," 3,066 "
38,Marshalltown, 938 feet," $105,868 ",38.0 years, 18.0 ,36.6 years, 78.0 ," $52,499 "," 27,727 (98% urban, 2% rural). "," 1,538 "
39,"Mason City, IA", 1138 feet," $110,154 ",38.0 years, 25.8 ,42.6 years, 78.8 ," $46,582 "," 27,458 (96% urban, 4% rural). "," 1,065 "
40,"Mount Pleasant, IA", 720 feet," $115,619 ",38.0 years, 7.69 ,34.7 years, 78.3 ," $48,242 "," 8,647 (99% urban, 1% rural). "," 1,124 "
41,Muscatine, 585 feet," $116,797 ",38.0 years, 16.8 ,35.5 years, 80.4 ," $51,597 "," 23,888 (99% urban, 1% rural). "," 1,419 "
42,"Nevada, IA", 1003 feet," $127,812 ",38.0 years, 4.18 ,38.6 years, 89.4 ," $59,074 "," 6,779 (99% urban, 1% rural). "," 1,624 "
43,"Newton, IA", 954 feet," $105,118 ",38.0 years, 10.3 ,41.7 years, 79.3 ," $48,833 "," 15,150 (99% urban, 1% rural). "," 1,477 "
44,"North Liberty, IA", 765 feet," $221,538 ",38.0 years, 6.78 ,29.9 years, 92.5 ," $79,471 "," 15,386 (99% urban, 1% rural). "," 2,270 "
45,"Norwalk, IA", 896 feet," $182,054 ",38.0 years, 6.56 ,36.3 years, 90.4 ," $83,154 "," 9,859 (87% urban, 13% rural). "," 1,503 "
46,Oelwein, 1050 feet," $72,114 ",38.0 years, 4.79 ,43.9 years, 76.9 ," $41,149 "," 6,181 (95% urban, 5% rural). "," 1,289 "
47,"Orange City, IA", 1045 feet," $167,267 ",38.0 years, 3.09 ,33.7 years, 79.1 ," $71,794 "," 6,151 (96% urban, 4% rural). "," 1,993 "
48,"Oskaloosa, IA", 846 feet," $102,653 ",38.0 years, 6.86 ,36.8 years, 78.2 ," $42,092 "," 11,541 (97% urban, 3% rural). "," 1,682 "
49,Ottumwa, 700 feet," $78,436 ",38.0 years, 15.8 ,36.4 years, 78.0 ," $39,261 "," 24,682 (97% urban, 3% rural). "," 1,562 "
50,"Pella, IA", 878 feet," $187,840 ",38.0 years, 6.84 ,32.6 years, 81.4 ," $62,429 "," 10,337 (94% urban, 6% rural). "," 1,511 "
51,"Perry, IA", 998 feet," $97,343 ",38.0 years, 3.70 ,32.0 years, 90.4 ," $40,564 "," 8,151 (98% urban, 2% rural). "," 2,200 "
52,"Pleasant Hill, IA", 860 feet," $198,780 ",38.0 years, 7.84 ,38.0 years, 91.1 ," $78,285 "," 9,159 (95% urban, 5% rural). "," 1,169 "
53,Sioux Center, 1445 feet," $199,306 ",38.0 years, 5.29 ,27.4 years, 80.2 ," $72,876 "," 7,389 (92% urban, 8% rural). "," 1,397 "
54,Sioux City, 1117 feet," $113,900 ",38.0 years, 54.8 ,33.1 years, 87.0 ," $48,517 "," 82,105"," 1,498 "
55,"Spencer, IA", 1321 feet," $128,263 ",38.0 years, 10.1 ,40.9 years, 79.3 ," $46,959 "," 11,206 (98% urban, 2% rural). "," 1,107 "
56,Storm Lake, 1434 feet," $119,691 ",38.0 years, 4.00 ,28.4 years, 79.2 ," $44,554 "," 10,895 (100% urban, 0% rural). "," 2,726 "
57,Urbandale,," $218,296 ",38.0 years, 20.7 ,39.1 years, 90.8 ," $85,025 "," 43,150 (99% urban, 1% rural). "," 2,085 "
58,"Washington, IA", 762 feet," $110,261 ",38.0 years, 4.85 ,43.3 years, 90.7 ," $45,828 "," 7,349 (92% urban, 8% rural). "," 1,517 "
59,"Waterloo, IA", 846 feet," $111,000 ",38.0 years, 60.7 ,36.0 years, 85.8 ," $43,566 "," 67,940"," 1,119 "
60,Waukee, 1029 feet," $220,024 ",38.0 years, 8.39 ,33.3 years, 92.4 ," $78,142 "," 17,705 (95% urban, 5% rural). "," 2,110 "
61,"Waverly, IA", 920 feet," $171,767 ",38.0 years, 11.2 ,33.9 years, 83.6 ," $62,882 "," 10,106 (86% urban, 14% rural). ", 905 
62,Webster City, 1055 feet," $97,831 ",38.0 years, 8.56 ,43.0 years, 77.9 ," $47,566 "," 7,788 (96% urban, 4% rural). ", 910 
63,West Des Moines, 820 feet," $208,485 ",38.0 years, 26.8 ,34.9 years, 91.4 ," $73,645 "," 63,325 (98% urban, 2% rural). "," 2,364 "
