,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
17,"Hampton, NH", 56 feet," $357,371 ",42.7 years, 5.36 ,47.3 years, 134.2 ," $83,624 "," 9,656. "," 1,800 "
18,"Hanover, NH", 531 feet," $492,096 ",42.7 years, 4.55 ,22.4 years, 98.7 ," $102,069 "," 8,636. "," 1,896 "
19,"Hollis, NH", 415 feet," $512,895 ",43.9 years, 31.7 ,46.3 years, 125.4 ," $132,623 "," 7,684. ", 242 
20,"Hudson, NH",," $237,593 ",42.7 years, 3.06 ,39.7 years, 118.9 ," $67,692 "," 7,336. "," 2,394 "
21,"Keene, NH", 486 feet," $182,811 ",42.7 years, 37.3 ,34.2 years, 90.2 ," $51,670 "," 23,034 (89% urban, 11% rural). ", 617 
22,"Kingston, NH", 139 feet," $300,781 ",43.9 years, 19.6 ,43.7 years, 140.3 ," $86,465 "," 6,025. ", 307 
23,"Laconia, NH", 506 feet," $186,570 ",42.7 years, 20.3 ,46.3 years, 90.7 ," $50,643 "," 16,067 (73% urban, 27% rural). ", 792 
24,"Lebanon, NH", 595 feet," $251,658 ",42.7 years, 40.4 ,40.9 years, 92.9 ," $59,764 "," 13,589 (80% urban, 20% rural). ", 337 
25,"Litchfield, NH", 127 feet," $301,540 ",43.9 years, 15.1 ,40.1 years, 124.5 ," $104,705 "," 8,271. ", 548 
26,"Londonderry, NH", 394 feet," $293,157 ",42.7 years, 12.2 ,43.8 years, 132.9 ," $85,192 "," 11,037. ", 905 
27,"Manchester, NH", 280 feet," $219,300 ",42.7 years, 33.0 ,36.2 years, 118.9 ," $54,664 "," 110,499"," 3,347 "
28,Merrimack, 180 feet," $274,702 ",43.9 years, 32.6 ,40.7 years, 124.8 ," $98,299 "," 25,494. ", 782 
29,"Milford, NH", 263 feet," $237,701 ",42.7 years, 5.72 ,40.0 years, 118.8 ," $59,527 "," 8,835. "," 1,545 "
30,"Nashua, NH", 169 feet," $256,800 ",42.7 years, 30.9 ,41.9 years, 118.8 ," $69,769 "," 87,889"," 2,845 "
31,"Pelham, NH", 152 feet," $341,798 ",43.9 years, 26.4 ,40.7 years, 127.3 ," $98,000 "," 12,897. ", 488 
32,"Pembroke, NH", 418 feet," $228,691 ",43.9 years, 22.8 ,39.6 years, 126.4 ," $70,897 "," 7,115. ", 312 
33,Plaistow, 104 feet," $301,941 ",43.9 years, 10.6 ,41.6 years, 141.2 ," $86,725 "," 7,609. ", 716 
34,"Portsmouth, NH", 21 feet," $383,163 ",42.7 years, 15.6 ,41.9 years, 137.3 ," $69,096 "," 21,598 (100% urban, 0% rural). "," 1,383 "
35,Rindge, 1207 feet," $203,129 ",43.9 years, 37.2 ,29.7 years, 105.0 ," $67,152 "," 6,014. ", 162 
36,"Rochester, NH", 232 feet," $155,324 ",42.7 years, 45.2 ,41.4 years, 131.0 ," $56,960 "," 29,991 (82% urban, 18% rural). ", 664 
37,"Salem, NH", 131 feet," $312,959 ",43.9 years, 24.7 ,43.2 years, 142.0 ," $81,642 "," 28,776. "," 1,165 "
38,"Seabrook, NH", 56 feet," $271,592 ",43.9 years, 8.86 ,44.6 years, 142.5 ," $60,257 "," 8,693. ", 981 
39,Somersworth, 204 feet," $170,067 ",42.7 years, 9.78 ,35.4 years, 131.2 ," $68,389 "," 11,777 (97% urban, 3% rural). "," 1,204 "
40,Stratham, 58 feet," $380,615 ",43.9 years, 15.1 ,43.3 years, 142.2 ," $107,833 "," 7,255. ", 480 
41,Swanzey, 491 feet," $185,544 ",43.9 years, 45.0 ,43.0 years, 104.5 ," $59,605 "," 7,230. ", 161 
42,Weare, 635 feet," $242,929 ",43.9 years, 58.8 ,39.1 years, 118.2 ," $85,596 "," 8,785. ", 149 
43,"Windham, NH", 200 feet," $443,439 ",43.9 years, 26.8 ,41.8 years, 142.8 ," $133,227 "," 13,592. ", 507 
