,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
15,"Clinton, OK", 1592 feet," $119,558 ",36.4 years, 8.93 ,34.5 years, 81.1 ," $48,471 "," 9,505 (92% urban, 8% rural). "," 1,064 "
16,"Collinsville, OK", 640 feet," $132,304 ",36.4 years, 5.93 ,31.9 years, 87.3 ," $61,660 "," 6,334 (85% urban, 15% rural). "," 1,069 "
17,Coweta, 654 feet," $135,847 ",36.4 years, 7.58 ,32.5 years, 86.5 ," $55,513 "," 9,511 (95% urban, 5% rural). "," 1,255 "
18,"Cushing, OK", 940 feet," $83,125 ",36.4 years, 7.64 ,35.4 years, 79.7 ," $35,571 "," 7,868 (92% urban, 8% rural). "," 1,030 "
19,Del City, 1209 feet," $88,078 ",36.4 years, 7.54 ,35.7 years, 85.1 ," $44,048 "," 22,008 (100% urban, 0% rural). "," 2,920 "
20,"Duncan, OK", 1126 feet," $107,896 ",36.4 years, 38.8 ,38.9 years, 80.7 ," $41,196 "," 23,173 (90% urban, 10% rural). ", 597 
21,"Durant, OK",," $115,743 ",36.4 years, 19.0 ,31.6 years, 81.4 ," $35,809 "," 17,041 (87% urban, 13% rural). ", 896 
22,East Canadian,," $170,371 ",35.5 years, 182.1 ,35.3 years, 89.9 ," $73,312 "," 72,697.", 399 
23,"East Cleveland, OK",," $141,273 ",35.5 years, 262.5 ,37.4 years, 83.3 ," $60,537 "," 23,792.", 91 
24,East Love,," $96,406 ",35.5 years, 281.1 ,37.9 years, 81.8 ," $48,115 "," 7,157.", 25 
25,East Mayes,," $100,686 ",35.5 years, 116.3 ,39.9 years, 82.5 ," $40,092 "," 8,107.", 70 
26,East Murray,," $108,013 ",35.5 years, 208.9 ,40.0 years, 84.7 ," $52,271 "," 7,638.", 37 
27,"Edmond, OK", 1200 feet," $221,600 ",36.4 years, 85.1 ,33.2 years, 86.3 ," $79,370 "," 91,187"," 1,071 "
28,El Reno,," $106,322 ",36.4 years, 80.0 ,35.0 years, 85.0 ," $45,442 "," 18,153 (90% urban, 10% rural). ", 227 
29,"Elk City, OK", 1928 feet," $164,787 ",36.4 years, 14.6 ,33.3 years, 82.7 ," $59,746 "," 12,680 (91% urban, 9% rural). ", 867 
30,Enid, 1246 feet," $108,441 ",36.4 years, 74.0 ,35.0 years, 81.2 ," $48,878 "," 51,386 (95% urban, 5% rural). ", 695 
31,Glenpool, 712 feet," $138,660 ",36.4 years, 9.30 ,31.7 years, 87.2 ," $63,981 "," 11,855 (89% urban, 11% rural). "," 1,275 "
32,"Grove, OK", 760 feet," $164,242 ",36.4 years, 9.01 ,54.8 years, 83.1 ," $40,252 "," 6,717 (96% urban, 4% rural). ", 745 
33,"Guthrie, OK",," $124,135 ",36.4 years, 18.7 ,36.5 years, 85.3 ," $43,519 "," 11,096 (79% urban, 21% rural). ", 594 
34,Guymon, 3121 feet," $119,885 ",36.4 years, 7.31 ,31.1 years, 80.5 ," $54,753 "," 12,128 (97% urban, 3% rural). "," 1,660 "
35,Idabel, 489 feet," $80,977 ",36.4 years, 15.9 ,35.2 years, 79.7 ," $27,547 "," 7,010 (83% urban, 17% rural). ", 440 
36,Jenks,," $206,771 ",36.4 years, 14.3 ,34.0 years, 88.3 ," $89,694 "," 19,951 (93% urban, 7% rural). "," 1,391 "
37,Keystone Lake,," $108,123 ",35.5 years, 218.7 ,36.5 years, 83.2 ," $42,639 "," 11,275.", 52 
38,"Lawton, OK", 1110 feet," $116,900 ",36.4 years, 75.1 ,31.6 years, 84.4 ," $47,036 "," 94,652"," 1,260 "
39,McAlester,," $111,602 ",36.4 years, 15.7 ,36.5 years, 81.1 ," $43,121 "," 18,247 (96% urban, 4% rural). "," 1,163 "
40,"Miami, OK", 798 feet," $85,554 ",36.4 years, 9.71 ,34.5 years, 80.0 ," $35,501 "," 13,671 (98% urban, 2% rural). "," 1,407 "
41,Midwest City, 1250 feet," $110,506 ",36.4 years, 24.6 ,35.0 years, 85.3 ," $47,645 "," 57,039 (100% urban, 0% rural). "," 2,319 "
42,"Moore, OK",," $137,024 ",36.4 years, 21.7 ,33.8 years, 85.7 ," $63,369 "," 59,196 (99% urban, 1% rural). "," 2,724 "
43,Muskogee, 610 feet," $93,881 ",36.4 years, 37.3 ,35.5 years, 79.6 ," $36,006 "," 38,616 (95% urban, 5% rural). "," 1,034 "
44,"Mustang, OK", 1340 feet," $159,483 ",36.4 years, 12.0 ,37.4 years, 86.1 ," $69,367 "," 19,638 (98% urban, 2% rural). "," 1,636 "
45,"Newcastle, OK", 1190 feet," $196,502 ",36.4 years, 49.8 ,39.3 years, 80.2 ," $79,995 "," 9,155 (0% urban, 100% rural). ", 184 
46,"Noble, OK", 1190 feet," $123,235 ",36.4 years, 12.5 ,32.0 years, 85.0 ," $56,241 "," 6,583 (79% urban, 21% rural). ", 526 
47,"Norman, OK", 1170 feet," $172,400 ",36.4 years, 177.0 ,31.1 years, 85.9 ," $52,041 "," 122,186", 690 
48,"North Cleveland, OK",," $160,832 ",35.5 years, 151.3 ,34.4 years, 89.1 ," $71,168 "," 102,211.", 676 
49,North Marshall,," $86,931 ",35.5 years, 245.1 ,37.8 years, 81.4 ," $42,208 "," 8,211.", 33 
50,North Tulsa,," $118,314 ",35.5 years, 65.2 ,35.9 years, 89.5 ," $49,591 "," 10,669.", 164 
51,"Oklahoma City, OK", 1230 feet," $157,100 ",36.4 years, 607.0 ,34.1 years, 85.8 ," $52,915 "," 638,311"," 1,052 "
52,Okmulgee, 660 feet," $71,277 ",36.4 years, 12.8 ,34.3 years, 80.9 ," $29,397 "," 12,227 (96% urban, 4% rural). ", 954 
53,Oolagah-Talala,," $140,069 ",35.5 years, 144.9 ,34.9 years, 83.1 ," $61,106 "," 6,079.", 42 
54,Owasso, 610 feet," $167,154 ",36.4 years, 10.0 ,33.6 years, 87.4 ," $68,232 "," 33,773 (100% urban, 0% rural). "," 3,367 "
55,Pauls Valley, 876 feet," $90,240 ",36.4 years, 8.34 ,35.1 years, 79.2 ," $39,845 "," 6,070 (92% urban, 8% rural). ", 728 
56,"Piedmont, OK", 1190 feet," $205,848 ",36.4 years, 43.8 ,34.8 years, 81.6 ," $77,317 "," 6,734 (0% urban, 100% rural). ", 154 
57,Ponca City, 1022 feet," $93,728 ",36.4 years, 18.1 ,36.8 years, 79.5 ," $42,576 "," 24,766 (98% urban, 2% rural). "," 1,367 "
58,Poteau,," $100,921 ",36.4 years, 28.6 ,36.0 years, 78.8 ," $40,350 "," 8,665 (82% urban, 18% rural). ", 302 
59,Pryor Creek,," $108,441 ",36.4 years, 6.50 ,35.3 years, 80.7 ," $41,964 "," 9,445 (95% urban, 5% rural). "," 1,453 "
60,"Purcell, OK", 1106 feet," $136,015 ",36.4 years, 9.95 ,40.0 years, 85.1 ," $47,896 "," 6,340 (81% urban, 19% rural). ", 637 
61,Sallisaw,," $104,736 ",36.4 years, 12.7 ,36.7 years, 79.9 ," $31,043 "," 8,650 (91% urban, 9% rural). ", 681 
62,"Sand Springs, OK", 670 feet," $125,313 ",36.4 years, 18.7 ,36.9 years, 86.4 ," $53,782 "," 19,553 (93% urban, 7% rural). "," 1,047 "
63,Sapulpa,," $114,020 ",36.4 years, 18.6 ,37.0 years, 87.3 ," $41,213 "," 20,432 (91% urban, 9% rural). "," 1,096 "
64,"Seminole, OK",," $68,770 ",36.4 years, 13.9 ,32.4 years, 78.5 ," $35,731 "," 7,486 (79% urban, 21% rural). ", 537 
65,"Shawnee, OK",," $107,505 ",36.4 years, 42.3 ,34.9 years, 81.0 ," $35,654 "," 31,254 (94% urban, 6% rural). ", 739 
66,Sill,," $178,957 ",35.5 years, 147.0 ,21.8 years, 90.2 ," $56,705 "," 12,014.", 82 
67,Skiatook, 653 feet," $128,385 ",36.4 years, 14.6 ,36.5 years, 86.9 ," $46,202 "," 7,788 (91% urban, 9% rural). ", 533 
68,South Cherokee,," $112,781 ",35.5 years, 137.0 ,34.9 years, 83.6 ," $39,432 "," 6,023.", 44 
69,South Marshall,," $102,582 ",35.5 years, 126.0 ,45.8 years, 81.6 ," $46,257 "," 6,698.", 53 
70,South Tulsa,," $132,971 ",35.5 years, 94.4 ,32.3 years, 89.6 ," $58,503 "," 17,377.", 184 
71,Southeast Comanche,," $153,261 ",35.5 years, 162.8 ,34.0 years, 88.8 ," $68,920 "," 14,220.", 87 
72,Southeast Osage,," $145,528 ",35.5 years, 239.0 ,37.0 years, 83.3 ," $56,915 "," 20,850.", 87 
73,Southwest Comanche,," $127,932 ",35.5 years, 286.5 ,35.1 years, 82.4 ," $56,973 "," 8,691.", 30 
74,"Stillwater, OK", 890 feet," $172,721 ",36.4 years, 27.8 ,23.8 years, 86.9 ," $27,445 "," 48,406 (97% urban, 3% rural). "," 1,738 "
75,Tahlequah, 780 feet," $130,238 ",36.4 years, 12.0 ,27.9 years, 82.0 ," $31,856 "," 16,496 (98% urban, 2% rural). "," 1,372 "
76,"Tecumseh, OK",," $96,843 ",36.4 years, 15.0 ,38.0 years, 81.4 ," $36,826 "," 6,631 (79% urban, 21% rural). ", 441 
77,The Village, 1220 feet," $129,776 ",36.4 years, 2.54 ,38.7 years, 87.0 ," $52,224 "," 9,324 (100% urban, 0% rural). "," 3,672 "
78,"Tulsa, OK", 740 feet," $130,100 ",36.4 years, 182.6 ,34.5 years, 86.8 ," $43,134 "," 403,622"," 2,210 "
79,"Tuttle, OK", 1310 feet," $200,098 ",36.4 years, 29.2 ,38.4 years, 81.0 ," $78,056 "," 6,542 (4% urban, 96% rural). ", 224 
80,Wagoner, 580 feet," $98,867 ",36.4 years, 6.96 ,38.1 years, 86.2 ," $36,743 "," 8,612 (95% urban, 5% rural). "," 1,237 "
81,Warr Acres, 1315 feet," $117,365 ",36.4 years, 2.81 ,34.4 years, 85.4 ," $45,382 "," 10,408 (100% urban, 0% rural). "," 3,700 "
82,"Weatherford, OK", 1647 feet," $167,402 ",36.4 years, 5.80 ,24.8 years, 83.2 ," $43,946 "," 11,989 (99% urban, 1% rural). "," 2,066 "
83,"Woodward, OK", 1900 feet," $130,783 ",36.4 years, 13.1 ,33.0 years, 81.0 ," $56,316 "," 12,963 (94% urban, 6% rural). ", 988 
84,"Yukon, OK", 1280 feet," $143,041 ",36.4 years, 25.8 ,37.2 years, 86.0 ," $66,494 "," 25,349 (98% urban, 2% rural). ", 984 
