,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
11,"Clinton, MS", 381 feet," $153,332 ",37.2 years, 23.8 ,36.3 years, 85.5 ," $66,120 "," 25,411 (84% urban, 16% rural). "," 1,066 "
12,"Columbia, MS", 154 feet," $86,422 ",37.2 years, 6.39 ,35.5 years, 80.9 ," $25,729 "," 6,319 (97% urban, 3% rural). ", 989 
13,"Columbus, MS", 200 feet," $109,913 ",37.2 years, 21.4 ,38.4 years, 82.2 ," $34,072 "," 23,248 (96% urban, 4% rural). "," 1,086 "
14,"Corinth, MS",," $99,784 ",37.2 years, 30.5 ,39.6 years, 80.2 ," $36,535 "," 14,865 (80% urban, 20% rural). ", 488 
15,D'Iberville, 15 feet," $119,571 ",37.2 years, 4.74 ,36.2 years, 87.7 ," $43,698 "," 10,962 (97% urban, 3% rural). "," 2,311 "
16,Diamondhead, 50 feet," $169,180 ",37.2 years, 11.3 ,51.0 years, 88.3 ," $72,581 "," 8,180 (94% urban, 6% rural). ", 722 
17,Flowood, 271 feet," $176,501 ",37.2 years, 16.3 ,33.6 years, 85.6 ," $61,019 "," 8,556 (72% urban, 28% rural). ", 525 
18,Gautier, 15 feet," $119,488 ",37.2 years, 12.2 ,37.2 years, 86.6 ," $53,243 "," 18,596 (89% urban, 11% rural). "," 1,519 "
19,"Greenville, MS", 125 feet," $80,926 ",37.2 years, 26.9 ,36.2 years, 80.8 ," $28,171 "," 32,704 (98% urban, 2% rural). "," 1,217 "
20,"Greenwood, MS",," $92,025 ",37.2 years, 9.22 ,34.9 years, 80.6 ," $28,075 "," 15,730 (100% urban, 0% rural). "," 1,706 "
21,"Grenada, MS", 200 feet," $106,034 ",37.2 years, 30.0 ,37.8 years, 80.8 ," $31,759 "," 12,956 (81% urban, 19% rural). ", 433 
22,Gulf Hills, 25 feet," $136,788 ",37.2 years, 7.58 ,36.0 years, 87.1 ," $67,957 "," 7,144. ", 943 
23,"Gulfport, MS", 25 feet," $118,100 ",37.2 years, 56.9 ,36.5 years, 87.2 ," $39,320 "," 72,077"," 1,267 "
24,Hattiesburg, 161 feet," $110,582 ",37.2 years, 49.3 ,28.4 years, 81.2 ," $30,962 "," 47,016 (97% urban, 3% rural). ", 954 
25,"Hernando, MS", 385 feet," $177,325 ",37.2 years, 11.3 ,37.1 years, 86.6 ," $71,346 "," 15,290 (88% urban, 12% rural). "," 1,353 "
26,"Holly Springs, MS",," $78,663 ",37.2 years, 12.7 ,32.1 years, 84.4 ," $30,235 "," 7,574 (77% urban, 23% rural). ", 596 
27,Horn Lake, 310 feet," $97,820 ",37.2 years, 7.24 ,34.0 years, 86.4 ," $48,622 "," 26,766 (98% urban, 2% rural). "," 3,697 "
28,"Indianola, MS", 122 feet," $78,555 ",37.2 years, 8.62 ,33.6 years, 80.7 ," $27,280 "," 10,078 (97% urban, 3% rural). "," 1,170 "
29,"Jackson, MS", 294 feet," $88,500 ",37.2 years, 104.9 ,33.0 years, 84.3 ," $39,724 "," 169,141"," 1,612 "
30,Kosciusko, 488 feet," $82,219 ",37.2 years, 7.54 ,38.2 years, 78.9 ," $29,140 "," 7,237 (93% urban, 7% rural). ", 960 
31,"Latimer, MS", 60 feet," $143,024 ",37.2 years, 16.2 ,33.5 years, 86.7 ," $57,502 "," 6,079. ", 375 
32,"Laurel, MS", 264 feet," $82,354 ",37.2 years, 15.4 ,34.1 years, 79.2 ," $34,473 "," 18,868 (97% urban, 3% rural). "," 1,223 "
33,"Long Beach, MS", 15 feet," $146,187 ",37.2 years, 10.1 ,39.6 years, 88.1 ," $51,187 "," 15,448 (100% urban, 0% rural). "," 1,528 "
34,"Louisville, MS", 570 feet," $91,594 ",37.2 years, 15.1 ,35.8 years, 80.8 ," $27,166 "," 6,325 (69% urban, 31% rural). ", 419 
35,"Madison, MS", 335 feet," $249,564 ",37.2 years, 13.5 ,41.8 years, 88.4 ," $98,567 "," 25,455 (97% urban, 3% rural). "," 1,888 "
36,"McComb, MS", 417 feet," $94,396 ",37.2 years, 11.5 ,35.2 years, 80.7 ," $29,973 "," 12,703 (96% urban, 4% rural). "," 1,102 "
37,"Meridian, MS", 340 feet," $90,907 ",37.2 years, 45.1 ,35.6 years, 80.4 ," $33,307 "," 40,196 (94% urban, 6% rural). ", 891 
38,Moss Point, 22 feet," $86,096 ",37.2 years, 25.0 ,44.5 years, 85.9 ," $40,912 "," 13,671 (96% urban, 4% rural). ", 547 
39,"Natchez, MS", 230 feet," $107,004 ",37.2 years, 13.2 ,40.4 years, 81.1 ," $30,992 "," 15,269 (98% urban, 2% rural). "," 1,156 "
40,"New Albany, MS", 364 feet," $130,171 ",37.2 years, 17.1 ,36.8 years, 81.9 ," $41,568 "," 8,708 (80% urban, 20% rural). ", 511 
41,Ocean Springs, 30 feet," $152,378 ",37.2 years, 11.6 ,41.2 years, 87.2 ," $60,278 "," 17,530 (100% urban, 0% rural). "," 1,506 "
42,"Olive Branch, MS", 345 feet," $169,958 ",37.2 years, 36.2 ,38.1 years, 87.5 ," $71,902 "," 35,457 (97% urban, 3% rural). ", 980 
43,"Oxford, MS",," $245,041 ",37.2 years, 9.97 ,26.8 years, 90.1 ," $34,822 "," 21,757 (96% urban, 4% rural). "," 2,182 "
44,Pascagoula, 16 feet," $105,106 ",37.2 years, 15.2 ,37.0 years, 86.2 ," $40,439 "," 22,224 (100% urban, 0% rural). "," 1,464 "
45,"Pearl, MS", 272 feet," $116,318 ",37.2 years, 21.8 ,34.1 years, 84.5 ," $45,950 "," 26,388 (96% urban, 4% rural). "," 1,209 "
46,Petal, 162 feet," $137,445 ",37.2 years, 9.67 ,36.5 years, 80.9 ," $54,209 "," 10,727 (86% urban, 14% rural). "," 1,109 "
47,"Philadelphia, MS", 424 feet," $98,706 ",37.2 years, 10.6 ,35.6 years, 82.0 ," $32,414 "," 7,402 (95% urban, 5% rural). ", 697 
48,Picayune, 61 feet," $124,029 ",37.2 years, 11.8 ,36.8 years, 80.1 ," $34,968 "," 10,749 (95% urban, 5% rural). ", 914 
49,"Richland, MS", 275 feet," $118,139 ",37.2 years, 12.2 ,33.8 years, 84.8 ," $47,189 "," 7,071 (90% urban, 10% rural). ", 578 
50,"Ridgeland, MS", 353 feet," $181,101 ",37.2 years, 15.9 ,33.7 years, 86.0 ," $54,318 "," 24,221 (98% urban, 2% rural). "," 1,522 "
51,Senatobia, 291 feet," $141,270 ",37.2 years, 10.7 ,32.6 years, 85.5 ," $44,112 "," 7,928 (73% urban, 27% rural). ", 738 
52,Southaven, 320 feet," $142,638 ",37.2 years, 33.8 ,36.1 years, 86.6 ," $62,698 "," 51,824 (96% urban, 4% rural). "," 1,534 "
53,"St. Martin, MS",," $109,632 ",37.2 years, 4.37 ,32.1 years, 86.2 ," $61,680 "," 7,730. "," 1,769 "
54,"Starkville, MS", 374 feet," $179,309 ",37.2 years, 25.7 ,27.3 years, 86.5 ," $32,595 "," 24,886 (96% urban, 4% rural). ", 969 
55,"Tupelo, MS", 290 feet," $142,084 ",37.2 years, 51.1 ,37.0 years, 82.5 ," $42,166 "," 35,688 (97% urban, 3% rural). ", 698 
56,"Vicksburg, MS", 200 feet," $100,646 ",37.2 years, 32.9 ,35.6 years, 81.6 ," $29,225 "," 23,392 (93% urban, 7% rural). ", 711 
57,"Waveland, MS", 17 feet," $132,003 ",37.2 years, 6.81 ,37.5 years, 87.2 ," $39,363 "," 6,419 (94% urban, 6% rural). ", 943 
58,"West Point, MS", 240 feet," $92,672 ",37.2 years, 20.8 ,37.7 years, 81.3 ," $28,083 "," 11,093 (78% urban, 22% rural). ", 533 
59,Yazoo City, 120 feet," $76,077 ",37.2 years, 10.8 ,30.5 years, 80.9 ," $20,644 "," 11,366 (95% urban, 5% rural). "," 1,054 "
