,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
49,North Salt Lake, 4305 feet," $266,105 ",30.7 years, 8.25 ,31.0 years, 87.1 ," $75,949 "," 19,193 (100% urban, 0% rural). "," 2,327 "
50,Ogden Valley,," $345,277 ",27.1 years, 347.5 ,35.3 years, 92.1 ," $89,428 "," 6,580.", 19 
51,"Ogden, UT", 4299 feet," $143,600 ",30.7 years, 26.6 ,31.6 years, 85.8 ," $44,381 "," 86,709"," 3,255 "
52,Oquirrh,," $234,651 ",27.1 years, 1.75 ,23.0 years, 98.9 ," $72,676 "," 11,558."," 6,619 "
53,Orem, 4756 feet," $238,700 ",30.7 years, 18.4 ,26.7 years, 86.4 ," $59,776 "," 97,508"," 5,288 "
54,"Park City, UT", 6980 feet," $972,559 ",30.7 years, 9.43 ,40.9 years, 98.9 ," $111,447 "," 8,058 (58% urban, 42% rural). ", 854 
55,"Payson, UT", 4700 feet," $216,661 ",30.7 years, 6.79 ,26.8 years, 85.6 ," $64,791 "," 19,331 (98% urban, 2% rural). "," 2,846 "
56,"Plain City, UT", 4237 feet," $247,039 ",30.7 years, 3.73 ,33.7 years, 85.6 ," $84,596 "," 6,214 (90% urban, 10% rural). "," 1,666 "
57,"Pleasant Grove, UT", 4621 feet," $272,075 ",30.7 years, 8.72 ,26.2 years, 86.8 ," $69,585 "," 37,064 (100% urban, 0% rural). "," 4,251 "
58,"Pleasant View, UT", 4398 feet," $319,834 ",30.7 years, 6.73 ,33.9 years, 86.1 ," $92,795 "," 8,948 (97% urban, 3% rural). "," 1,330 "
59,"Price, UT", 5566 feet," $138,189 ",30.7 years, 4.24 ,30.5 years, 80.8 ," $49,748 "," 8,358 (100% urban, 0% rural). "," 1,969 "
60,"Providence, UT", 4600 feet," $267,023 ",30.7 years, 2.83 ,32.0 years, 88.4 ," $78,899 "," 7,066 (100% urban, 0% rural). "," 2,501 "
61,"Provo, UT", 4549 feet," $248,600 ",30.7 years, 39.6 ,23.3 years, 86.8 ," $46,883 "," 116,874"," 2,949 "
62,"Richfield, UT", 5308 feet," $168,947 ",30.7 years, 5.28 ,31.0 years, 83.5 ," $44,717 "," 7,518 (98% urban, 2% rural). "," 1,425 "
63,"Riverdale, UT", 4355 feet," $188,404 ",30.7 years, 4.44 ,36.5 years, 85.8 ," $56,811 "," 8,592 (100% urban, 0% rural). "," 1,937 "
64,"Riverton, UT", 4435 feet," $319,186 ",30.7 years, 12.6 ,31.5 years, 91.4 ," $93,330 "," 41,457 (100% urban, 0% rural). "," 3,298 "
65,"Roosevelt, UT", 5100 feet," $198,591 ",30.7 years, 5.25 ,26.8 years, 83.7 ," $64,986 "," 6,777 (96% urban, 4% rural). "," 1,291 "
66,"Roy, UT", 4436 feet," $174,133 ",30.7 years, 7.60 ,30.8 years, 85.9 ," $68,122 "," 37,877 (100% urban, 0% rural). "," 4,987 "
67,"Salem, UT", 4600 feet," $322,494 ",30.7 years, 5.30 ,28.6 years, 86.9 ," $85,807 "," 7,237 (94% urban, 6% rural). "," 1,366 "
68,"Salt Lake City, UT", 4266 feet," $285,100 ",30.7 years, 109.1 ,32.7 years, 92.4 ," $56,994 "," 193,776"," 1,776 "
69,"Sandy, UT", 4450 feet," $312,600 ",30.7 years, 22.3 ,37.2 years, 90.6 ," $94,025 "," 95,827"," 4,292 "
70,"Santa Clara, UT", 2759 feet," $319,512 ",30.7 years, 4.88 ,31.0 years, 89.3 ," $74,554 "," 6,671 (99% urban, 1% rural). "," 1,366 "
71,Santaquin, 4887 feet," $231,763 ",30.7 years, 2.61 ,23.3 years, 86.1 ," $71,577 "," 10,106 (99% urban, 1% rural). "," 3,865 "
72,"Saratoga Springs, UT", 4500 feet," $311,109 ",30.7 years, 10.2 ,20.2 years, 88.0 ," $87,743 "," 24,356 (97% urban, 3% rural). "," 2,385 "
73,"Smithfield, UT", 4595 feet," $217,093 ",30.7 years, 4.31 ,27.8 years, 88.1 ," $67,641 "," 11,014 (98% urban, 2% rural). "," 2,558 "
74,"South Davis, UT",," $290,186 ",27.1 years, 117.8 ,29.2 years, 93.8 ," $82,894 "," 106,781.", 907 
75,South Jordan, 4300 feet," $385,300 ",30.7 years, 20.9 ,33.0 years, 92.0 ," $95,764 "," 69,034"," 3,308 "
76,South Ogden, 4300 feet," $190,617 ",30.7 years, 3.67 ,33.5 years, 85.8 ," $63,988 "," 16,852 (100% urban, 0% rural). "," 4,591 "
77,South Salt Lake, 4263 feet," $195,532 ",30.7 years, 6.91 ,30.4 years, 91.9 ," $41,664 "," 24,748 (100% urban, 0% rural). "," 3,583 "
78,South Weber, 4510 feet," $301,976 ",30.7 years, 4.63 ,30.0 years, 87.3 ," $89,181 "," 6,731 (96% urban, 4% rural). "," 1,455 "
79,Spanish Fork, 4549 feet," $237,340 ",30.7 years, 13.2 ,25.5 years, 86.2 ," $72,842 "," 37,527 (99% urban, 1% rural). "," 2,835 "
80,"Springville, UT", 4515 feet," $243,729 ",30.7 years, 11.5 ,25.0 years, 86.3 ," $65,825 "," 31,464 (100% urban, 0% rural). "," 2,728 "
81,"St. George, UT", 2761 feet," $264,800 ",30.7 years, 64.4 ,34.0 years, 88.3 ," $52,697 "," 82,315"," 1,278 "
82,Summit Park, 7000 feet," $680,691 ",30.7 years, 21.7 ,41.1 years, 95.8 ," $128,582 "," 7,775. ", 358 
83,"Syracuse, UT", 4280 feet," $282,661 ",30.7 years, 8.71 ,28.3 years, 88.9 ," $93,441 "," 26,639 (100% urban, 0% rural). "," 3,058 "
84,"Taylorsville, UT", 4295 feet," $216,534 ",30.7 years, 10.7 ,33.2 years, 90.3 ," $61,464 "," 60,433 (100% urban, 0% rural). "," 5,656 "
85,Tooele, 4923 feet," $177,974 ",30.7 years, 21.1 ,31.4 years, 89.3 ," $59,734 "," 32,573 (98% urban, 2% rural). "," 1,541 "
86,Tremonton, 4290 feet," $175,745 ",30.7 years, 5.24 ,25.4 years, 81.9 ," $51,894 "," 8,066 (98% urban, 2% rural). "," 1,539 "
87,Vernal, 5322 feet," $195,916 ",30.7 years, 4.58 ,31.1 years, 84.9 ," $59,507 "," 10,844 (100% urban, 0% rural). "," 2,366 "
88,Washington Terrace, 4600 feet," $158,313 ",30.7 years, 1.91 ,34.6 years, 85.5 ," $50,162 "," 9,177 (100% urban, 0% rural). "," 4,805 "
89,"Washington, UT", 2800 feet," $271,363 ",30.7 years, 31.5 ,34.1 years, 89.2 ," $56,720 "," 23,360 (91% urban, 9% rural). ", 741 
90,"West Haven, UT", 4270 feet," $294,278 ",30.7 years, 10.2 ,29.6 years, 87.5 ," $78,354 "," 11,582 (98% urban, 2% rural). "," 1,139 "
91,"West Jordan, UT", 4370 feet," $252,100 ",30.7 years, 30.9 ,30.6 years, 90.8 ," $71,517 "," 113,688"," 3,679 "
92,"West Point, UT", 4315 feet," $235,864 ",30.7 years, 7.18 ,30.5 years, 89.5 ," $79,665 "," 10,204 (96% urban, 4% rural). "," 1,421 "
93,"West Valley City, UT", 4267 feet," $202,200 ",30.7 years, 35.4 ,30.8 years, 90.5 ," $63,882 "," 136,579"," 3,858 "
94,Woods Cross, 4292 feet," $249,660 ",30.7 years, 3.60 ,31.1 years, 86.8 ," $83,350 "," 11,097 (100% urban, 0% rural). "," 3,083 "
