,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
15,Bensenville, 675 feet," $214,921 ",37.9 years, 6.01 ,35.6 years, 103.1 ," $64,874 "," 18,487 (100% urban, 0% rural). "," 3,078 "
16,"Benton, IL", 470 feet," $72,445 ",37.9 years, 5.35 ,40.6 years, 77.4 ," $38,255 "," 7,016 (95% urban, 5% rural). "," 1,312 "
17,"Berwyn, IL", 610 feet," $186,944 ",37.9 years, 3.89 ,34.9 years, 102.7 ," $62,866 "," 56,693 (100% urban, 0% rural). "," 14,564 "
18,Bethalto, 521 feet," $141,324 ",37.9 years, 6.58 ,38.8 years, 88.6 ," $61,241 "," 9,382 (100% urban, 0% rural). "," 1,426 "
19,"Bloomingdale, IL", 780 feet," $297,354 ",37.9 years, 6.76 ,44.1 years, 104.1 ," $79,946 "," 22,299 (100% urban, 0% rural). "," 3,296 "
20,"Bloomington, IL", 829 feet," $164,600 ",37.9 years, 22.5 ,36.1 years, 87.1 ," $60,829 "," 78,024"," 3,468 "
21,Blue Island, 635 feet," $121,786 ",37.9 years, 4.03 ,36.8 years, 101.2 ," $43,587 "," 23,785 (100% urban, 0% rural). "," 5,902 "
22,Bolingbrook, 703 feet," $214,200 ",37.9 years, 20.5 ,36.6 years, 101.3 ," $77,095 "," 73,367"," 3,578 "
23,Boulder Hill, 660 feet," $150,833 ",37.9 years, 1.46 ,35.9 years, 101.7 ," $66,619 "," 8,108. "," 5,562 "
24,Bourbonnais, 663 feet," $166,911 ",37.9 years, 4.62 ,33.9 years, 95.7 ," $67,499 "," 18,534 (98% urban, 2% rural). "," 4,012 "
25,"Bradley, IL", 632 feet," $131,533 ",37.9 years, 3.78 ,34.6 years, 95.8 ," $59,701 "," 15,677 (99% urban, 1% rural). "," 4,146 "
26,Braidwood, 575 feet," $164,771 ",37.9 years, 4.63 ,45.3 years, 101.0 ," $64,172 "," 6,185 (100% urban, 0% rural). "," 1,336 "
27,Bridgeview, 620 feet," $178,626 ",37.9 years, 4.13 ,38.5 years, 102.5 ," $55,728 "," 16,491 (100% urban, 0% rural). "," 3,997 "
28,"Broadview, IL", 628 feet," $145,674 ",37.9 years, 1.78 ,48.6 years, 102.4 ," $53,113 "," 7,959 (100% urban, 0% rural). "," 4,473 "
29,"Brookfield, IL", 620 feet," $242,505 ",37.9 years, 3.05 ,39.6 years, 103.2 ," $79,499 "," 19,023 (100% urban, 0% rural). "," 6,232 "
30,Buffalo Grove, 685 feet," $319,501 ",37.9 years, 9.19 ,42.9 years, 104.5 ," $106,977 "," 41,701 (100% urban, 0% rural). "," 4,535 "
31,"Burbank, IL", 622 feet," $187,691 ",37.9 years, 4.17 ,38.0 years, 103.1 ," $57,759 "," 29,218 (100% urban, 0% rural). "," 7,002 "
32,Burr Ridge, 700 feet," $682,963 ",37.9 years, 6.42 ,53.3 years, 108.2 ," $132,038 "," 10,761 (100% urban, 0% rural). "," 1,675 "
33,Cahokia, 411 feet," $55,393 ",37.9 years, 9.61 ,36.0 years, 88.4 ," $28,587 "," 14,588 (100% urban, 0% rural). "," 1,518 "
34,Calumet City, 589 feet," $108,242 ",37.9 years, 7.26 ,36.6 years, 101.4 ," $43,102 "," 37,213 (100% urban, 0% rural). "," 5,122 "
35,Calumet Park, 604 feet," $117,733 ",37.9 years, 1.11 ,39.2 years, 101.2 ," $48,912 "," 7,903 (100% urban, 0% rural). "," 7,141 "
36,Campton Hills,," $232,700
",37.9 years,,42.6 years, 107.4 ," $73,347"," 11,317 (91% urban, 9% rural).",
37,"Canton, IL", 660 feet," $89,516 ",37.9 years, 7.85 ,40.1 years, 77.8 ," $40,418 "," 14,307 (99% urban, 1% rural). "," 1,823 "
38,"Carbondale, IL", 415 feet," $127,178 ",37.9 years, 11.9 ,24.1 years, 84.0 ," $20,097 "," 26,324 (99% urban, 1% rural). "," 2,213 "
39,Carol Stream, 750 feet," $241,799 ",37.9 years, 8.90 ,37.8 years, 102.8 ," $76,141 "," 40,349 (100% urban, 0% rural). "," 4,536 "
40,Carpentersville, 800 feet," $163,149 ",37.9 years, 7.45 ,31.1 years, 101.5 ," $60,290 "," 38,407 (100% urban, 0% rural). "," 5,155 "
41,"Cary, IL", 825 feet," $222,312 ",37.9 years, 5.25 ,39.3 years, 101.8 ," $100,232 "," 17,991 (100% urban, 0% rural). "," 3,425 "
42,"Centralia, IL", 500 feet," $66,043 ",37.9 years, 7.50 ,41.5 years, 76.7 ," $33,585 "," 12,742 (100% urban, 0% rural). "," 1,699 "
43,Champaign, 750 feet," $162,000 ",37.9 years, 17.0 ,28.6 years, 87.7 ," $45,406 "," 86,649"," 5,101 "
44,Channahon, 540 feet," $208,390 ",37.9 years, 7.21 ,37.4 years, 102.3 ," $94,519 "," 12,616 (97% urban, 3% rural). "," 1,750 "
45,"Charleston, IL", 686 feet," $101,679 ",37.9 years, 7.99 ,25.1 years, 79.8 ," $27,809 "," 21,838 (99% urban, 1% rural). "," 2,732 "
46,"Chatham, IL", 606 feet," $188,153 ",37.9 years, 4.97 ,34.9 years, 86.7 ," $76,593 "," 12,212 (98% urban, 2% rural). "," 2,460 "
47,"Chester, IL", 670 feet," $88,235 ",37.9 years, 5.89 ,40.0 years, 77.5 ," $39,905 "," 8,421 (96% urban, 4% rural). "," 1,429 "
48,Chicago Heights, 650 feet," $107,815 ",37.9 years, 9.57 ,34.4 years, 100.8 ," $42,855 "," 30,436 (100% urban, 0% rural). "," 3,180 "
49,Chicago Ridge, 600 feet," $162,523 ",37.9 years, 2.23 ,33.2 years, 103.4 ," $45,485 "," 14,434 (100% urban, 0% rural). "," 6,474 "
50,"Chicago, IL", 596 feet," $243,900 ",37.9 years, 227.1 ,34.4 years, 107.2 ," $53,006 "," 2,704,965"," 11,909 "
51,"Chillicothe, IL", 500 feet," $126,751 ",37.9 years, 4.94 ,41.1 years, 84.1 ," $48,646 "," 6,135 (98% urban, 2% rural). "," 1,242 "
52,"Cicero, IL", 606 feet," $153,100 ",37.9 years, 5.85 ,29.7 years, 102.9 ," $41,484 "," 82,991"," 14,196 "
53,Clarendon Hills, 750 feet," $514,180 ",37.9 years, 1.74 ,39.3 years, 104.0 ," $116,634 "," 8,658 (100% urban, 0% rural). "," 4,980 "
54,"Clinton, IL", 744 feet," $84,928 ",37.9 years, 2.65 ,40.0 years, 76.3 ," $45,458 "," 7,078 (100% urban, 0% rural). "," 2,668 "
55,"Collinsville, IL", 565 feet," $137,061 ",37.9 years, 13.6 ,38.3 years, 89.0 ," $54,086 "," 24,883 (98% urban, 2% rural). "," 1,830 "
56,"Columbia, IL", 500 feet," $211,360 ",37.9 years, 9.41 ,41.2 years, 89.2 ," $75,631 "," 10,121 (97% urban, 3% rural). "," 1,075 "
57,"Country Club Hills, IL", 675 feet," $138,528 ",37.9 years, 4.61 ,38.4 years, 102.7 ," $59,429 "," 16,865 (100% urban, 0% rural). "," 3,655 "
58,"Countryside, IL", 675 feet," $245,597 ",37.9 years, 2.69 ,42.0 years, 104.6 ," $56,720 "," 6,023 (100% urban, 0% rural). "," 2,239 "
59,Crest Hill,," $162,211 ",37.9 years, 7.16 ,38.2 years, 102.1 ," $52,887 "," 20,771 (98% urban, 2% rural). "," 2,900 "
60,"Crestwood, IL",," $142,688 ",37.9 years, 3.06 ,47.7 years, 101.4 ," $56,532 "," 11,029 (100% urban, 0% rural). "," 3,610 "
61,"Crete, IL", 730 feet," $174,689 ",37.9 years, 6.38 ,44.6 years, 101.1 ," $71,867 "," 8,227 (99% urban, 1% rural). "," 1,290 "
62,"Crystal Lake, IL", 934 feet," $209,425 ",37.9 years, 16.2 ,38.9 years, 102.1 ," $82,001 "," 40,493 (99% urban, 1% rural). "," 2,493 "
63,"Danville, IL", 597 feet," $69,148 ",37.9 years, 17.0 ,37.1 years, 82.4 ," $37,016 "," 32,243 (99% urban, 1% rural). "," 1,896 "
64,"Darien, IL",," $315,767 ",37.9 years, 6.04 ,46.0 years, 104.1 ," $85,672 "," 22,315 (100% urban, 0% rural). "," 3,692 "
65,DeKalb, 880 feet," $152,372 ",37.9 years, 12.6 ,24.8 years, 101.9 ," $40,859 "," 44,054 (100% urban, 0% rural). "," 3,493 "
66,"Decatur, IL", 670 feet," $78,300 ",37.9 years, 41.6 ,41.0 years, 83.6 ," $38,124 "," 71,435"," 1,719 "
67,"Deerfield, IL", 675 feet," $544,686 ",37.9 years, 5.48 ,44.6 years, 107.5 ," $149,605 "," 18,385 (100% urban, 0% rural). "," 3,353 "
68,Des Plaines, 640 feet," $254,769 ",37.9 years, 14.4 ,43.2 years, 104.3 ," $68,150 "," 58,947 (100% urban, 0% rural). "," 4,087 "
69,"Dixon, IL", 659 feet," $98,265 ",37.9 years, 6.33 ,40.9 years, 77.1 ," $52,520 "," 15,285 (100% urban, 0% rural). "," 2,416 "
70,"Dolton, IL", 605 feet," $98,111 ",37.9 years, 4.55 ,36.6 years, 101.6 ," $46,970 "," 23,307 (100% urban, 0% rural). "," 5,121 "
71,Downers Grove, 760 feet," $350,899 ",37.9 years, 14.2 ,43.1 years, 104.6 ," $88,710 "," 49,715 (100% urban, 0% rural). "," 3,490 "
72,East Alton, 440 feet," $87,395 ",37.9 years, 5.50 ,43.4 years, 88.5 ," $45,920 "," 6,215 (100% urban, 0% rural). "," 1,130 "
73,East Moline, 700 feet," $111,385 ",37.9 years, 9.02 ,37.4 years, 85.8 ," $42,816 "," 21,175 (100% urban, 0% rural). "," 2,348 "
74,East Peoria, 450 feet," $135,732 ",37.9 years, 18.8 ,43.2 years, 84.5 ," $50,729 "," 23,375 (99% urban, 1% rural). "," 1,243 "
75,East St. Louis, 405 feet," $58,917 ",37.9 years, 14.1 ,35.0 years, 87.8 ," $20,050 "," 26,672 (100% urban, 0% rural). "," 1,897 "
76,"Edwardsville, IL", 540 feet," $207,083 ",37.9 years, 13.9 ,30.6 years, 89.6 ," $70,288 "," 24,758 (99% urban, 1% rural). "," 1,785 "
77,"Effingham, IL", 592 feet," $131,766 ",37.9 years, 8.67 ,37.2 years, 77.8 ," $45,863 "," 12,577 (99% urban, 1% rural). "," 1,451 "
78,"Elgin, IL", 745 feet," $179,100 ",37.9 years, 25.0 ,35.2 years, 101.8 ," $61,070 "," 114,521"," 4,580 "
79,Elk Grove Village, 700 feet," $276,844 ",37.9 years, 11.0 ,43.3 years, 104.1 ," $75,009 "," 33,379 (100% urban, 0% rural). "," 3,024 "
80,Elmhurst, 685 feet," $403,704 ",37.9 years, 10.3 ,39.6 years, 106.0 ," $104,854 "," 45,751 (100% urban, 0% rural). "," 4,457 "
81,"Elmwood Park, IL", 635 feet," $237,599 ",37.9 years, 1.91 ,40.9 years, 104.9 ," $56,928 "," 24,954 (100% urban, 0% rural). "," 13,092 "
82,"Evanston, IL", 600 feet," $380,300 ",37.9 years, 7.75 ,35.4 years, 108.7 ," $66,165 "," 74,899"," 9,669 "
83,Evergreen Park, 625 feet," $192,383 ",37.9 years, 3.17 ,40.4 years, 102.3 ," $69,176 "," 19,935 (100% urban, 0% rural). "," 6,281 "
84,Fairview Heights, 593 feet," $133,251 ",37.9 years, 11.1 ,41.0 years, 89.3 ," $62,489 "," 16,901 (100% urban, 0% rural). "," 1,516 "
85,Flossmoor, 674 feet," $238,346 ",37.9 years, 3.55 ,48.6 years, 106.1 ," $91,996 "," 9,522 (100% urban, 0% rural). "," 2,680 "
86,"Forest Park, IL",," $219,150 ",37.9 years, 2.42 ,39.2 years, 104.9 ," $54,400 "," 14,196 (100% urban, 0% rural). "," 5,864 "
87,"Fox Lake, IL", 740 feet," $152,765 ",37.9 years, 7.35 ,43.4 years, 98.0 ," $56,047 "," 10,578 (100% urban, 0% rural). "," 1,440 "
88,Frankfort Square, 700 feet," $231,639 ",37.9 years, 2.10 ,40.2 years, 102.5 ," $98,901 "," 9,276. "," 4,426 "
89,"Frankfort, IL", 767 feet," $374,547 ",37.9 years, 10.9 ,44.4 years, 105.4 ," $118,994 "," 18,446 (99% urban, 1% rural). "," 1,691 "
90,"Franklin Park, IL", 640 feet," $182,678 ",37.9 years, 4.66 ,39.8 years, 102.2 ," $60,453 "," 18,404 (100% urban, 0% rural). "," 3,951 "
91,"Freeport, IL", 800 feet," $80,447 ",37.9 years, 11.4 ,43.3 years, 77.2 ," $36,611 "," 24,851 (99% urban, 1% rural). "," 2,177 "
92,Gages Lake, 760 feet," $220,851 ",37.9 years, 3.09 ,42.2 years, 98.9 ," $97,993 "," 10,198. "," 3,304 "
93,"Galesburg, IL", 773 feet," $76,499 ",37.9 years, 16.9 ,40.1 years, 77.2 ," $34,602 "," 31,659 (99% urban, 1% rural). "," 1,874 "
94,"Geneseo, IL", 643 feet," $148,624 ",37.9 years, 4.03 ,41.1 years, 85.7 ," $62,335 "," 6,537 (99% urban, 1% rural). "," 1,621 "
95,"Geneva, IL", 725 feet," $328,886 ",37.9 years, 8.41 ,45.3 years, 103.2 ," $102,728 "," 21,742 (100% urban, 0% rural). "," 2,586 "
96,Gilberts, 895 feet," $275,078 ",37.9 years, 3.21 ,33.1 years, 103.7 ," $126,406 "," 7,556 (99% urban, 1% rural). "," 2,351 "
97,Glen Carbon, 530 feet," $215,716 ",37.9 years, 7.42 ,38.4 years, 89.1 ," $83,846 "," 12,947 (100% urban, 0% rural). "," 1,746 "
98,Glen Ellyn, 780 feet," $434,709 ",37.9 years, 6.62 ,40.0 years, 103.9 ," $106,203 "," 27,763 (100% urban, 0% rural). "," 4,196 "
99,"Glencoe, IL", 670 feet," $950,504 ",37.9 years, 3.78 ,45.1 years, 106.7 ," $195,559 "," 8,923 (100% urban, 0% rural). "," 2,362 "
100,Glendale Heights, 762 feet," $179,683 ",37.9 years, 5.40 ,33.5 years, 103.1 ," $60,657 "," 34,530 (100% urban, 0% rural). "," 6,389 "
101,"Glenview, IL", 650 feet," $510,177 ",37.9 years, 13.5 ,45.8 years, 108.4 ," $107,645 "," 46,767 (100% urban, 0% rural). "," 3,477 "
102,"Glenwood, IL", 620 feet," $135,009 ",37.9 years, 2.69 ,43.4 years, 101.1 ," $59,847 "," 9,036 (100% urban, 0% rural). "," 3,363 "
103,"Godfrey, IL", 610 feet," $146,013 ",37.9 years, 34.5 ,44.9 years, 88.6 ," $64,529 "," 17,782 (87% urban, 13% rural). ", 516 
104,Goodings Grove, 757 feet," $321,700 ",34.7 years, 9.42 ,36.1 years, 112.2 ," $110,547 "," 22,530."," 2,392 "
105,Granite City, 425 feet," $89,207 ",37.9 years, 16.7 ,41.8 years, 87.7 ," $47,930 "," 29,183 (100% urban, 0% rural). "," 1,749 "
106,Grayslake, 780 feet," $228,665 ",37.9 years, 9.40 ,38.2 years, 98.6 ," $86,269 "," 21,018 (100% urban, 0% rural). "," 2,236 "
107,"Greenville, IL", 500 feet," $110,108 ",37.9 years, 5.20 ,35.5 years, 82.7 ," $50,572 "," 6,885 (96% urban, 4% rural). "," 1,324 "
108,Gurnee, 680 feet," $269,024 ",37.9 years, 13.4 ,39.3 years, 100.4 ," $92,173 "," 31,207 (100% urban, 0% rural). "," 2,329 "
109,Hanover Park, 810 feet," $177,884 ",37.9 years, 6.79 ,34.0 years, 102.4 ," $72,827 "," 38,476 (100% urban, 0% rural). "," 5,664 "
110,"Harrisburg, IL", 403 feet," $73,192 ",37.9 years, 6.24 ,39.5 years, 76.5 ," $36,904 "," 8,914 (98% urban, 2% rural). "," 1,429 "
111,"Harvard, IL", 966 feet," $118,899 ",37.9 years, 5.34 ,28.0 years, 101.2 ," $47,460 "," 9,230 (99% urban, 1% rural). "," 1,729 "
112,"Harvey, IL", 603 feet," $77,529 ",37.9 years, 6.20 ,35.8 years, 101.1 ," $23,120 "," 25,347 (100% urban, 0% rural). "," 4,091 "
113,Harwood Heights, 650 feet," $255,835 ",37.9 years, 0.82 ,48.6 years, 106.0 ," $54,203 "," 8,675 (100% urban, 0% rural). "," 10,554 "
114,Hawthorn Woods, 790 feet," $539,762 ",37.9 years, 5.36 ,44.6 years, 121.9 ," $162,808 "," 7,875 (98% urban, 2% rural). "," 1,469 "
115,Hazel Crest, 648 feet," $117,093 ",37.9 years, 3.38 ,40.0 years, 103.0 ," $53,460 "," 14,182 (100% urban, 0% rural). "," 4,194 "
116,Herrin, 430 feet," $90,582 ",37.9 years, 8.20 ,39.5 years, 77.4 ," $43,928 "," 12,852 (97% urban, 3% rural). "," 1,567 "
117,"Hickory Hills, IL",," $230,987 ",37.9 years, 2.83 ,39.3 years, 102.9 ," $65,118 "," 14,177 (100% urban, 0% rural). "," 5,002 "
118,"Highland Park, IL", 675 feet," $572,199 ",37.9 years, 12.4 ,47.2 years, 109.1 ," $135,684 "," 29,871 (100% urban, 0% rural). "," 2,417 "
119,"Highland, IL", 540 feet," $161,787 ",37.9 years, 5.41 ,38.4 years, 88.7 ," $57,440 "," 9,894 (99% urban, 1% rural). "," 1,830 "
120,"Hillsboro, IL", 630 feet," $97,838 ",37.9 years, 3.59 ,37.4 years, 77.3 ," $44,118 "," 6,089 (94% urban, 6% rural). "," 1,697 "
121,"Hillside, IL", 659 feet," $161,457 ",37.9 years, 2.15 ,38.7 years, 102.8 ," $53,585 "," 8,195 (100% urban, 0% rural). "," 3,816 "
122,"Hinsdale, IL", 725 feet," $909,418 ",37.9 years, 4.64 ,41.0 years, 108.6 ," $180,769 "," 17,446 (100% urban, 0% rural). "," 3,763 "
123,Hoffman Estates, 780 feet," $269,379 ",37.9 years, 19.7 ,38.2 years, 103.2 ," $93,636 "," 52,347 (100% urban, 0% rural). "," 2,656 "
124,Homer Glen, 760 feet," $224,600
",37.9 years,,46.0 years, 106.4 ," $81,438"," 24,364 (96% urban, 4% rural).",
125,"Homewood, IL", 650 feet," $170,095 ",37.9 years, 5.20 ,41.9 years, 102.0 ," $75,612 "," 19,464 (100% urban, 0% rural). "," 3,740 "
126,"Huntley, IL", 900 feet," $240,189 ",37.9 years, 11.7 ,46.4 years, 103.0 ," $78,181 "," 25,603 (99% urban, 1% rural). "," 2,185 "
127,"Inverness, IL", 853 feet," $657,450 ",37.9 years, 6.32 ,49.3 years, 110.9 ," $182,505 "," 7,592 (100% urban, 0% rural). "," 1,202 "
128,Island Lake, 770 feet," $165,825 ",37.9 years, 2.85 ,39.5 years, 100.6 ," $75,976 "," 8,031 (100% urban, 0% rural). "," 2,814 "
129,"Itasca, IL", 700 feet," $298,730 ",37.9 years, 4.92 ,41.1 years, 104.5 ," $85,687 "," 8,800 (100% urban, 0% rural). "," 1,790 "
130,"Jacksonville, IL", 613 feet," $102,212 ",37.9 years, 10.1 ,38.1 years, 78.4 ," $42,886 "," 19,159 (98% urban, 2% rural). "," 1,891 "
131,Jerseyville, 663 feet," $119,817 ",37.9 years, 4.39 ,41.1 years, 88.7 ," $45,001 "," 8,532 (99% urban, 1% rural). "," 1,943 "
132,"Johnsburg, IL", 750 feet," $245,385 ",37.9 years, 5.54 ,42.3 years, 102.4 ," $107,325 "," 6,297 (96% urban, 4% rural). "," 1,137 "
133,"Joliet, IL", 600 feet," $174,700 ",37.9 years, 38.1 ,34.0 years, 101.2 ," $63,864 "," 146,410"," 3,847 "
134,"Justice, IL", 625 feet," $191,636 ",37.9 years, 2.91 ,31.4 years, 103.1 ," $52,856 "," 13,022 (100% urban, 0% rural). "," 4,472 "
135,Kankakee, 663 feet," $88,495 ",37.9 years, 12.3 ,35.1 years, 95.5 ," $34,064 "," 26,860 (100% urban, 0% rural). "," 2,188 "
136,Kewanee, 820 feet," $65,083 ",37.9 years, 6.28 ,39.1 years, 84.6 ," $38,344 "," 12,596 (99% urban, 1% rural). "," 2,007 "
137,La Grange Park, 625 feet," $342,535 ",37.9 years, 2.25 ,42.0 years, 104.6 ," $90,405 "," 13,665 (100% urban, 0% rural). "," 6,064 "
138,"La Grange, IL", 640 feet," $475,732 ",37.9 years, 2.51 ,40.7 years, 105.6 ," $111,242 "," 15,759 (100% urban, 0% rural). "," 6,281 "
139,"La Salle, IL", 640 feet," $81,866 ",37.9 years, 6.35 ,39.4 years, 78.5 ," $47,433 "," 9,328 (99% urban, 1% rural). "," 1,470 "
140,"Lake Forest, IL", 700 feet," $890,468 ",37.9 years, 16.9 ,47.9 years, 112.5 ," $168,745 "," 19,379 (100% urban, 0% rural). "," 1,149 "
141,Lake Villa, 795 feet," $250,076 ",37.9 years, 5.72 ,38.2 years, 97.6 ," $94,949 "," 8,825 (95% urban, 5% rural). "," 1,542 "
142,Lake Zurich, 880 feet," $342,463 ",37.9 years, 6.48 ,39.6 years, 101.5 ," $115,315 "," 20,054 (100% urban, 0% rural). "," 3,093 "
143,Lake in the Hills, 870 feet," $212,023 ",37.9 years, 9.40 ,35.6 years, 102.9 ," $87,215 "," 28,893 (100% urban, 0% rural). "," 3,072 "
144,Lakemoor, 760 feet," $191,548 ",37.9 years, 4.28 ,34.6 years, 102.1 ," $76,882 "," 6,005 (98% urban, 2% rural). "," 1,403 "
145,"Lansing, IL", 630 feet," $132,343 ",37.9 years, 6.76 ,41.4 years, 101.4 ," $52,876 "," 28,522 (100% urban, 0% rural). "," 4,217 "
146,"Lemont, IL", 720 feet," $365,250 ",37.9 years, 6.45 ,43.1 years, 102.7 ," $94,470 "," 16,661 (100% urban, 0% rural). "," 2,582 "
147,"Libertyville, IL", 700 feet," $443,307 ",37.9 years, 8.77 ,45.3 years, 102.9 ," $123,995 "," 20,512 (100% urban, 0% rural). "," 2,338 "
148,"Lincolnshire, IL", 670 feet," $510,215 ",37.9 years, 4.41 ,53.3 years, 117.4 ," $106,549 "," 7,292 (99% urban, 1% rural). "," 1,655 "
149,Lincolnwood, 603 feet," $404,708 ",37.9 years, 2.69 ,46.9 years, 108.3 ," $101,539 "," 12,687 (100% urban, 0% rural). "," 4,722 "
150,"Lincoln, IL", 591 feet," $91,863 ",37.9 years, 5.92 ,38.6 years, 77.8 ," $46,702 "," 14,162 (100% urban, 0% rural). "," 2,393 "
151,"Lindenhurst, IL", 780 feet," $216,140 ",37.9 years, 3.72 ,39.3 years, 100.1 ," $90,589 "," 14,468 (100% urban, 0% rural). "," 3,888 "
152,"Lisle, IL", 680 feet," $353,862 ",37.9 years, 6.37 ,37.4 years, 104.3 ," $83,135 "," 22,827 (100% urban, 0% rural). "," 3,582 "
153,"Litchfield, IL",," $81,087 ",37.9 years, 5.09 ,43.9 years, 76.7 ," $39,780 "," 6,930 (98% urban, 2% rural). "," 1,361 "
154,"Lockport, IL", 650 feet," $226,520 ",37.9 years, 7.08 ,36.9 years, 101.8 ," $83,162 "," 25,119 (100% urban, 0% rural). "," 3,546 "
155,Lombard, 720 feet," $254,603 ",37.9 years, 9.69 ,39.2 years, 104.5 ," $76,242 "," 43,893 (100% urban, 0% rural). "," 4,532 "
156,"Long Grove, IL", 730 feet," $698,093 ",37.9 years, 12.3 ,44.8 years, 109.2 ," $191,739 "," 8,181 (100% urban, 0% rural). ", 666 
157,Loves Park, 730 feet," $114,571 ",37.9 years, 14.4 ,38.7 years, 85.4 ," $50,570 "," 23,551 (100% urban, 0% rural). "," 1,630 "
158,"Lynwood, IL", 615 feet," $158,257 ",37.9 years, 4.93 ,36.6 years, 101.4 ," $52,943 "," 9,313 (100% urban, 0% rural). "," 1,891 "
159,"Lyons, IL", 620 feet," $166,256 ",37.9 years, 2.21 ,36.0 years, 103.5 ," $48,357 "," 10,773 (100% urban, 0% rural). "," 4,882 "
160,Machesney Park, 727 feet," $117,198 ",37.9 years, 12.0 ,40.6 years, 85.7 ," $56,884 "," 23,036 (98% urban, 2% rural). "," 1,918 "
161,"Macomb, IL", 705 feet," $112,988 ",37.9 years, 9.85 ,24.5 years, 79.3 ," $36,516 "," 18,943 (99% urban, 1% rural). "," 1,923 "
162,Mahomet, 714 feet," $226,356 ",37.9 years, 6.85 ,38.3 years, 87.8 ," $89,156 "," 7,955 (92% urban, 8% rural). "," 1,161 "
163,"Manhattan, IL", 685 feet," $226,200 ",37.9 years, 3.37 ,31.8 years, 102.8 ," $90,925 "," 7,302 (96% urban, 4% rural). "," 2,169 "
164,Manteno, 685 feet," $191,102 ",37.9 years, 2.99 ,42.9 years, 96.1 ," $65,882 "," 9,026 (99% urban, 1% rural). "," 3,016 "
165,"Marengo, IL", 837 feet," $155,795 ",37.9 years, 3.98 ,38.6 years, 100.6 ," $63,761 "," 7,508 (99% urban, 1% rural). "," 1,889 "
166,"Marion, IL",," $115,198 ",37.9 years, 12.8 ,40.5 years, 78.7 ," $45,502 "," 17,438 (97% urban, 3% rural). "," 1,360 "
167,"Markham, IL",," $93,525 ",37.9 years, 5.21 ,38.1 years, 101.8 ," $36,315 "," 12,688 (100% urban, 0% rural). "," 2,434 "
168,"Maryville, IL", 583 feet," $203,992 ",37.9 years, 4.67 ,43.0 years, 89.1 ," $84,599 "," 7,826 (100% urban, 0% rural). "," 1,677 "
169,Mascoutah, 424 feet," $169,041 ",37.9 years, 8.64 ,34.5 years, 89.2 ," $71,327 "," 7,869 (98% urban, 2% rural). ", 911 
170,"Matteson, IL", 693 feet," $166,682 ",37.9 years, 7.14 ,39.3 years, 101.5 ," $85,095 "," 19,156 (100% urban, 0% rural). "," 2,684 "
