,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
18,Bellefontaine, 1251 feet," $107,598 ",39.3 years, 8.76 ,33.3 years, 80.0 ," $43,862 "," 13,167 (99% urban, 1% rural). "," 1,502 "
19,"Bellevue, OH", 750 feet," $102,924 ",39.3 years, 5.06 ,37.4 years, 77.9 ," $50,623 "," 8,059 (99% urban, 1% rural). "," 1,593 "
20,"Belpre, OH", 610 feet," $104,624 ",39.3 years, 3.52 ,45.6 years, 89.9 ," $38,334 "," 6,436 (99% urban, 1% rural). "," 1,826 "
21,"Berea, OH", 800 feet," $133,750 ",39.3 years, 5.46 ,38.0 years, 94.6 ," $59,573 "," 18,986 (100% urban, 0% rural). "," 3,479 "
22,Bexley, 790 feet," $309,441 ",39.3 years, 2.45 ,34.2 years, 96.7 ," $105,535 "," 13,517 (100% urban, 0% rural). "," 5,527 "
23,Blacklick Estates,," $94,878 ",39.3 years, 1.99 ,34.5 years, 95.8 ," $50,351 "," 8,682. "," 4,356 "
24,Blue Ash, 850 feet," $243,586 ",39.3 years, 7.66 ,42.7 years, 91.7 ," $76,706 "," 12,149 (100% urban, 0% rural). "," 1,587 "
25,"Boardman, OH", 1110 feet," $114,837 ",39.3 years, 15.9 ,43.4 years, 90.1 ," $51,675 "," 35,376. "," 2,220 "
26,"Bowling Green, OH", 700 feet," $169,655 ",39.3 years, 10.2 ,22.9 years, 94.4 ," $36,068 "," 31,591 (100% urban, 0% rural). "," 3,112 "
27,Brecksville, 960 feet," $265,427 ",39.3 years, 19.6 ,47.7 years, 98.1 ," $101,194 "," 13,469 (90% urban, 10% rural). ", 687 
28,Bridgetown North,," $141,838 ",36.2 years, 3.37 ,38.6 years, 93.5 ," $59,475 "," 12,741."," 3,786 "
29,"Bridgetown, OH", 900 feet," $150,100
",39.3 years,,41.6 years, 90.9 ," $53,229"," 14,407.",
30,Broadview Heights, 1150 feet," $225,613 ",39.3 years, 13.1 ,41.5 years, 95.2 ," $79,725 "," 19,254 (100% urban, 0% rural). "," 1,474 "
31,"Brook Park, OH", 790 feet," $115,917 ",39.3 years, 7.54 ,44.3 years, 95.2 ," $50,227 "," 18,886 (100% urban, 0% rural). "," 2,506 "
32,"Brooklyn, OH", 765 feet," $107,208 ",39.3 years, 4.28 ,43.3 years, 94.4 ," $46,409 "," 10,947 (100% urban, 0% rural). "," 2,555 "
33,"Brunswick, OH", 1070 feet," $161,938 ",39.3 years, 12.5 ,40.1 years, 94.8 ," $67,785 "," 34,604 (100% urban, 0% rural). "," 2,759 "
34,"Bryan, OH", 755 feet," $99,950 ",39.3 years, 4.57 ,41.2 years, 79.4 ," $35,620 "," 8,473 (98% urban, 2% rural). "," 1,852 "
35,"Bucyrus, OH", 995 feet," $84,549 ",39.3 years, 7.30 ,43.7 years, 78.1 ," $37,417 "," 11,973 (99% urban, 1% rural). "," 1,641 "
36,"Cambridge, OH", 806 feet," $90,284 ",39.3 years, 5.61 ,40.3 years, 78.7 ," $31,804 "," 10,485 (100% urban, 0% rural). "," 1,870 "
37,"Campbell, OH", 1100 feet," $63,104 ",39.3 years, 3.73 ,40.9 years, 89.9 ," $29,244 "," 8,033 (100% urban, 0% rural). "," 2,154 "
38,Canal Winchester, 770 feet," $183,526 ",39.3 years, 6.37 ,44.2 years, 94.2 ," $83,639 "," 7,704 (98% urban, 2% rural). "," 1,209 "
39,Canfield, 1161 feet," $165,545 ",39.3 years, 4.64 ,49.4 years, 90.6 ," $67,390 "," 7,390 (100% urban, 0% rural). "," 1,592 "
40,"Canton, OH", 1100 feet," $73,400 ",39.3 years, 20.5 ,37.7 years, 89.9 ," $31,714 "," 71,329"," 3,472 "
41,"Celina, OH", 870 feet," $113,652 ",39.3 years, 4.39 ,40.2 years, 78.6 ," $43,647 "," 10,373 (99% urban, 1% rural). "," 2,363 "
42,"Centerville, OH",," $186,319 ",39.3 years, 10.2 ,48.1 years, 95.6 ," $65,682 "," 23,915 (100% urban, 0% rural). "," 2,345 "
43,Champion Heights,," $120,530 ",39.3 years, 3.40 ,46.8 years, 90.9 ," $53,734 "," 6,498. "," 1,911 "
44,Cheviot, 900 feet," $94,113 ",39.3 years, 1.16 ,36.0 years, 88.9 ," $43,607 "," 8,325 (100% urban, 0% rural). "," 7,160 "
45,"Chillicothe, OH", 625 feet," $104,744 ",39.3 years, 9.54 ,43.8 years, 79.8 ," $39,311 "," 21,738 (99% urban, 1% rural). "," 2,278 "
46,"Cincinnati, OH", 683 feet," $134,100 ",39.3 years, 78.0 ,32.2 years, 90.2 ," $38,539 "," 298,802"," 3,832 "
47,"Circleville, OH", 702 feet," $129,160 ",39.3 years, 6.62 ,38.0 years, 95.5 ," $41,595 "," 13,455 (98% urban, 2% rural). "," 2,033 "
48,"Clayton, OH",," $138,390 ",39.3 years, 18.4 ,42.2 years, 94.4 ," $74,354 "," 13,170 (89% urban, 11% rural). ", 714 
49,Cleveland Heights, 950 feet," $132,403 ",39.3 years, 8.11 ,35.9 years, 95.1 ," $55,462 "," 45,181 (100% urban, 0% rural). "," 5,571 "
50,"Cleveland, OH", 690 feet," $66,800 ",39.3 years, 77.6 ,36.4 years, 94.0 ," $27,551 "," 385,810"," 4,973 "
51,"Clyde, OH", 690 feet," $106,217 ",39.3 years, 4.39 ,37.1 years, 78.6 ," $51,988 "," 6,312 (89% urban, 11% rural). "," 1,438 "
52,"Columbiana, OH", 1118 feet," $149,097 ",39.3 years, 6.06 ,54.9 years, 79.5 ," $52,653 "," 6,329 (98% urban, 2% rural). "," 1,045 "
53,"Columbus, OH", 800 feet," $140,700 ",39.3 years, 210.3 ,32.3 years, 95.7 ," $49,602 "," 862,643"," 4,103 "
54,Conneaut, 662 feet," $93,525 ",39.3 years, 26.4 ,43.1 years, 79.0 ," $36,386 "," 12,813 (93% urban, 7% rural). ", 486 
55,"Cortland, OH", 1020 feet," $151,037 ",39.3 years, 4.48 ,46.4 years, 90.5 ," $66,016 "," 6,963 (98% urban, 2% rural). "," 1,554 "
56,Coshocton, 800 feet," $89,222 ",39.3 years, 7.48 ,42.5 years, 77.6 ," $39,565 "," 11,107 (92% urban, 8% rural). "," 1,485 "
57,Covedale, 890 feet," $162,008 ",39.3 years, 2.80 ,42.1 years, 90.4 ," $78,731 "," 6,447. "," 2,305 "
58,Cuyahoga Falls, 1050 feet," $126,791 ",39.3 years, 25.5 ,39.8 years, 96.1 ," $52,060 "," 49,210 (98% urban, 2% rural). "," 1,926 "
59,"Dayton, OH", 750 feet," $66,900 ",39.3 years, 55.8 ,33.8 years, 94.2 ," $28,894 "," 140,478"," 2,519 "
60,"Defiance, OH", 685 feet," $105,048 ",39.3 years, 10.5 ,37.5 years, 78.7 ," $45,292 "," 16,776 (98% urban, 2% rural). "," 1,592 "
61,"Delaware, OH", 880 feet," $178,318 ",39.3 years, 15.0 ,34.1 years, 95.3 ," $63,100 "," 37,372 (99% urban, 1% rural). "," 2,491 "
62,"Delphos, OH", 780 feet," $90,121 ",39.3 years, 2.90 ,40.5 years, 90.5 ," $46,499 "," 7,036 (100% urban, 0% rural). "," 2,424 "
63,"Dent, OH", 810 feet," $188,539 ",39.3 years, 6.01 ,40.3 years, 90.0 ," $76,229 "," 10,497. "," 1,748 "
64,"Dover, OH", 898 feet," $129,035 ",39.3 years, 5.26 ,41.5 years, 80.3 ," $50,933 "," 12,857 (100% urban, 0% rural). "," 2,443 "
65,Dry Run,," $325,164 ",39.3 years, 4.75 ,38.8 years, 91.5 ," $145,266 "," 7,281. "," 1,531 "
66,"Dublin, OH",," $373,470 ",39.3 years, 21.1 ,39.7 years, 97.9 ," $130,228 "," 44,214 (100% urban, 0% rural). "," 2,093 "
67,"East Cleveland, OH", 820 feet," $60,654 ",39.3 years, 3.11 ,43.7 years, 93.8 ," $20,531 "," 17,432 (100% urban, 0% rural). "," 5,612 "
68,East Liverpool, 689 feet," $58,434 ",39.3 years, 4.35 ,39.3 years, 76.7 ," $31,943 "," 10,951 (100% urban, 0% rural). "," 2,519 "
69,"Eastlake, OH", 620 feet," $123,611 ",39.3 years, 6.40 ,43.8 years, 94.7 ," $53,103 "," 18,321 (100% urban, 0% rural). "," 2,864 "
70,"Eaton, OH", 1046 feet," $102,712 ",39.3 years, 5.67 ,40.2 years, 94.5 ," $37,682 "," 8,261 (96% urban, 4% rural). "," 1,457 "
71,"Elyria, OH", 733 feet," $100,135 ",39.3 years, 19.9 ,37.9 years, 94.1 ," $41,768 "," 53,972 (100% urban, 0% rural). "," 2,714 "
72,"Englewood, OH", 920 feet," $126,045 ",39.3 years, 6.56 ,45.0 years, 94.5 ," $57,887 "," 13,457 (99% urban, 1% rural). "," 2,051 "
73,Euclid, 618 feet," $83,672 ",39.3 years, 10.7 ,40.4 years, 94.4 ," $36,990 "," 47,893 (100% urban, 0% rural). "," 4,473 "
74,Fairborn, 845 feet," $114,384 ",39.3 years, 13.1 ,34.3 years, 95.2 ," $42,142 "," 33,329 (100% urban, 0% rural). "," 2,551 "
75,"Fairfield, OH", 590 feet," $154,700 ",39.3 years, 21.0 ,38.1 years, 89.6 ," $63,999 "," 42,770 (100% urban, 0% rural). "," 2,038 "
76,"Fairlawn, OH", 1005 feet," $184,586 ",39.3 years, 4.43 ,47.0 years, 97.6 ," $66,123 "," 7,426 (100% urban, 0% rural). "," 1,677 "
77,"Fairview Park, OH", 750 feet," $150,858 ",39.3 years, 4.70 ,41.8 years, 94.9 ," $56,008 "," 16,481 (100% urban, 0% rural). "," 3,510 "
78,"Findlay, OH", 780 feet," $137,724 ",39.3 years, 17.2 ,36.0 years, 80.4 ," $46,424 "," 41,098 (100% urban, 0% rural). "," 2,390 "
79,Finneytown, 900 feet," $127,851 ",39.3 years, 3.99 ,40.9 years, 89.4 ," $60,777 "," 12,741. "," 3,194 "
80,"Forest Park, OH",," $116,257 ",39.3 years, 6.51 ,37.1 years, 89.6 ," $55,712 "," 18,723 (100% urban, 0% rural). "," 2,877 "
81,"Forestville, OH", 822 feet," $213,086 ",39.3 years, 3.68 ,43.2 years, 90.7 ," $74,211 "," 10,532. "," 2,861 "
82,"Fostoria, OH", 780 feet," $66,810 ",39.3 years, 7.26 ,38.4 years, 76.7 ," $36,320 "," 13,182 (97% urban, 3% rural). "," 1,815 "
83,"Franklin, OH",," $113,210 ",39.3 years, 9.11 ,37.2 years, 89.4 ," $48,880 "," 11,811 (100% urban, 0% rural). "," 1,297 "
84,"Fremont, OH", 636 feet," $85,929 ",39.3 years, 7.51 ,36.1 years, 78.7 ," $35,286 "," 16,448 (99% urban, 1% rural). "," 2,190 "
85,Gahanna, 798 feet," $206,824 ",39.3 years, 12.4 ,39.1 years, 96.1 ," $76,281 "," 34,257 (100% urban, 0% rural). "," 2,764 "
86,Galion, 1166 feet," $72,865 ",39.3 years, 4.96 ,41.2 years, 77.6 ," $33,793 "," 10,175 (96% urban, 4% rural). "," 2,051 "
87,Garfield Heights, 900 feet," $76,310 ",39.3 years, 7.23 ,38.7 years, 94.3 ," $41,546 "," 28,229 (100% urban, 0% rural). "," 3,906 "
88,"Geneva, OH", 673 feet," $101,611 ",39.3 years, 4.00 ,42.1 years, 79.2 ," $43,468 "," 6,079 (98% urban, 2% rural). "," 1,521 "
89,"Girard, OH", 950 feet," $86,918 ",39.3 years, 6.11 ,40.6 years, 90.1 ," $38,913 "," 9,673 (100% urban, 0% rural). "," 1,582 "
90,"Grafton, OH", 810 feet," $142,597 ",39.3 years, 4.51 ,42.1 years, 94.2 ," $53,572 "," 6,077 (97% urban, 3% rural). "," 1,346 "
91,Grandview Heights,," $313,151 ",39.3 years, 1.35 ,34.1 years, 98.7 ," $99,521 "," 7,244 (100% urban, 0% rural). "," 5,380 "
92,"Greenville, OH", 1040 feet," $93,046 ",39.3 years, 6.03 ,43.8 years, 78.5 ," $36,633 "," 13,037 (99% urban, 1% rural). "," 2,164 "
93,"Green, OH", 1150 feet," $183,424 ",39.3 years, 32.1 ,42.4 years, 96.0 ," $67,269 "," 25,917 (95% urban, 5% rural). ", 808 
94,"Groesbeck, OH", 850 feet," $126,180 ",39.3 years, 2.94 ,36.0 years, 89.8 ," $56,425 "," 6,788. "," 2,310 "
95,"Grove City, OH", 835 feet," $172,159 ",39.3 years, 13.9 ,39.1 years, 95.6 ," $67,715 "," 38,519 (100% urban, 0% rural). "," 2,762 "
96,"Hamilton, OH",," $105,276 ",39.3 years, 21.6 ,37.2 years, 89.4 ," $42,853 "," 62,486 (99% urban, 1% rural). "," 2,891 "
97,"Harrison, OH", 528 feet," $145,713 ",39.3 years, 3.70 ,36.3 years, 89.0 ," $64,788 "," 10,479 (100% urban, 0% rural). "," 2,834 "
98,"Heath, OH", 850 feet," $136,644 ",39.3 years, 10.4 ,39.4 years, 95.6 ," $45,520 "," 10,456 (97% urban, 3% rural). "," 1,001 "
99,"Highland Heights, OH", 934 feet," $255,785 ",39.3 years, 5.13 ,48.3 years, 95.9 ," $104,826 "," 8,366 (100% urban, 0% rural). "," 1,630 "
100,"Hilliard, OH", 935 feet," $225,799 ",39.3 years, 11.1 ,36.0 years, 96.0 ," $96,190 "," 32,465 (100% urban, 0% rural). "," 2,914 "
101,"Hillsboro, OH", 1132 feet," $90,284 ",39.3 years, 5.19 ,41.2 years, 78.4 ," $34,134 "," 6,550 (98% urban, 2% rural). "," 1,262 "
102,Howland Center,," $133,696 ",39.3 years, 4.04 ,43.4 years, 91.0 ," $65,529 "," 6,351. "," 1,574 "
103,"Hubbard, OH", 970 feet," $99,442 ",39.3 years, 3.45 ,43.5 years, 90.4 ," $43,024 "," 7,695 (100% urban, 0% rural). "," 2,232 "
104,Huber Heights, 970 feet," $106,334 ",39.3 years, 21.0 ,36.7 years, 95.0 ," $56,203 "," 38,162 (98% urban, 2% rural). "," 1,815 "
105,"Hudson, OH", 1090 feet," $331,030 ",39.3 years, 25.6 ,45.5 years, 101.0 ," $127,782 "," 22,448 (91% urban, 9% rural). ", 877 
106,"Huron, OH", 580 feet," $144,061 ",39.3 years, 4.89 ,46.8 years, 93.7 ," $52,353 "," 7,045 (99% urban, 1% rural). "," 1,442 "
107,"Independence, OH", 856 feet," $230,797 ",39.3 years, 9.59 ,46.7 years, 95.1 ," $87,360 "," 7,136 (93% urban, 7% rural). ", 744 
108,"Ironton, OH", 560 feet," $97,082 ",39.3 years, 4.13 ,40.0 years, 81.6 ," $35,258 "," 10,995 (100% urban, 0% rural). "," 2,659 "
109,"Jackson, OH",," $100,375 ",39.3 years, 7.51 ,43.3 years, 80.4 ," $38,704 "," 6,284 (97% urban, 3% rural). ", 837 
110,"Kenton, OH", 991 feet," $78,919 ",39.3 years, 4.48 ,39.1 years, 77.2 ," $41,337 "," 8,242 (100% urban, 0% rural). "," 1,840 "
111,"Kent, OH", 1097 feet," $140,179 ",39.3 years, 8.69 ,23.3 years, 96.6 ," $34,635 "," 29,639 (100% urban, 0% rural). "," 3,412 "
112,"Kenwood, OH", 800 feet," $286,621 ",39.3 years, 2.33 ,44.6 years, 93.9 ," $70,114 "," 6,981. "," 2,993 "
113,"Kettering, OH", 1005 feet," $130,402 ",39.3 years, 18.7 ,40.6 years, 95.1 ," $53,188 "," 55,705 (100% urban, 0% rural). "," 2,981 "
114,"Kirtland, OH", 710 feet," $274,309 ",39.3 years, 16.6 ,49.9 years, 95.4 ," $79,137 "," 6,819 (81% urban, 19% rural). ", 411 
115,"Lakewood, OH", 710 feet," $138,935 ",39.3 years, 5.55 ,34.5 years, 95.0 ," $48,511 "," 50,926 (100% urban, 0% rural). "," 9,178 "
116,"Lancaster, OH", 860 feet," $123,582 ",39.3 years, 18.1 ,39.7 years, 95.4 ," $41,040 "," 39,595 (100% urban, 0% rural). "," 2,192 "
117,Landen, 810 feet," $208,306 ",39.3 years, 4.68 ,35.8 years, 91.2 ," $83,786 "," 6,782. "," 1,450 "
118,"Lebanon, OH",," $180,915 ",39.3 years, 11.8 ,33.1 years, 89.6 ," $64,912 "," 20,434 (100% urban, 0% rural). "," 1,736 "
119,"Lima, OH", 875 feet," $69,388 ",39.3 years, 12.8 ,33.2 years, 90.3 ," $32,323 "," 38,265 (100% urban, 0% rural). "," 2,993 "
120,"Lincoln Village, OH",," $96,256 ",39.3 years, 1.87 ,37.9 years, 94.7 ," $45,245 "," 9,032. "," 4,834 "
121,"Logan, OH",," $104,730 ",39.3 years, 3.08 ,39.2 years, 79.1 ," $32,115 "," 7,154 (97% urban, 3% rural). "," 2,321 "
122,"London, OH", 1054 feet," $133,515 ",39.3 years, 8.51 ,36.4 years, 95.1 ," $50,093 "," 10,056 (95% urban, 5% rural). "," 1,182 "
123,"Lorain, OH", 620 feet," $84,200 ",39.3 years, 24.0 ,35.6 years, 93.6 ," $36,398 "," 63,736"," 2,654 "
124,"Louisville, OH",," $138,070 ",39.3 years, 5.16 ,39.8 years, 90.5 ," $56,618 "," 9,147 (99% urban, 1% rural). "," 1,774 "
125,"Loveland, OH", 584 feet," $180,600 ",39.3 years, 4.65 ,39.7 years, 89.6 ," $73,249 "," 12,405 (99% urban, 1% rural). "," 2,670 "
126,"Lyndhurst, OH", 1015 feet," $143,911 ",39.3 years, 4.39 ,46.5 years, 96.2 ," $67,831 "," 13,733 (100% urban, 0% rural). "," 3,128 "
127,"Macedonia, OH",," $200,435 ",39.3 years, 9.68 ,45.2 years, 97.7 ," $86,852 "," 11,579 (100% urban, 0% rural). "," 1,197 "
128,Mack, 909 feet," $150,100
",39.3 years,,44.9 years, 91.8 ," $53,229"," 11,585.",
129,Madeira, 772 feet," $260,821 ",39.3 years, 3.37 ,41.3 years, 91.9 ," $96,965 "," 8,936 (100% urban, 0% rural). "," 2,655 "
130,"Mansfield, OH", 1249 feet," $78,633 ",39.3 years, 29.9 ,37.8 years, 90.8 ," $34,207 "," 46,824 (99% urban, 1% rural). "," 1,566 "
131,Maple Heights, 936 feet," $74,444 ",39.3 years, 5.19 ,37.4 years, 94.6 ," $39,009 "," 22,735 (100% urban, 0% rural). "," 4,380 "
132,"Marietta, OH", 616 feet," $104,836 ",39.3 years, 8.31 ,37.5 years, 90.4 ," $34,773 "," 13,954 (98% urban, 2% rural). "," 1,679 "
133,"Marion, OH", 956 feet," $69,125 ",39.3 years, 11.3 ,39.0 years, 77.5 ," $34,346 "," 36,620 (100% urban, 0% rural). "," 3,228 "
134,Martins Ferry, 700 feet," $80,191 ",39.3 years, 2.16 ,44.5 years, 87.9 ," $36,075 "," 6,814 (99% urban, 1% rural). "," 3,154 "
135,"Marysville, OH",," $176,532 ",39.3 years, 15.5 ,34.8 years, 95.3 ," $64,414 "," 22,708 (95% urban, 5% rural). "," 1,463 "
136,"Mason, OH", 810 feet," $254,142 ",39.3 years, 17.6 ,41.8 years, 90.6 ," $97,700 "," 31,613 (100% urban, 0% rural). "," 1,795 "
137,Massillon, 951 feet," $103,317 ",39.3 years, 16.7 ,39.9 years, 90.3 ," $44,812 "," 32,274 (100% urban, 0% rural). "," 1,927 "
138,Maumee, 631 feet," $140,629 ",39.3 years, 9.94 ,41.1 years, 93.2 ," $65,418 "," 14,036 (100% urban, 0% rural). "," 1,413 "
139,Mayfield Heights, 1080 feet," $146,918 ",39.3 years, 4.22 ,42.9 years, 96.1 ," $47,204 "," 18,849 (100% urban, 0% rural). "," 4,469 "
140,"Medina, OH", 1092 feet," $163,259 ",39.3 years, 11.1 ,38.4 years, 94.6 ," $63,595 "," 26,523 (100% urban, 0% rural). "," 2,384 "
141,Mentor-on-the-Lake, 606 feet," $126,744 ",39.3 years, 1.63 ,41.6 years, 95.2 ," $51,636 "," 7,412 (100% urban, 0% rural). "," 4,538 "
142,"Mentor, OH", 690 feet," $168,891 ",39.3 years, 26.8 ,47.1 years, 95.4 ," $72,292 "," 46,870 (100% urban, 0% rural). "," 1,751 "
143,Miamisburg, 710 feet," $138,079 ",39.3 years, 11.2 ,41.0 years, 94.8 ," $56,410 "," 20,092 (99% urban, 1% rural). "," 1,795 "
144,Middleburg Heights, 880 feet," $163,300 ",39.3 years, 8.07 ,46.0 years, 95.4 ," $60,514 "," 15,751 (100% urban, 0% rural). "," 1,951 "
145,"Middletown, OH", 665 feet," $96,214 ",39.3 years, 25.7 ,37.8 years, 89.3 ," $39,138 "," 48,791 (100% urban, 0% rural). "," 1,902 "
146,"Milford, OH", 639 feet," $162,778 ",39.3 years, 3.76 ,42.2 years, 90.3 ," $38,039 "," 6,892 (100% urban, 0% rural). "," 1,834 "
147,Monfort Heights,," $150,100
",39.3 years,,42.3 years, 92.2 ," $53,229"," 11,948.",
148,"Monroe, OH",," $171,561 ",39.3 years, 15.5 ,34.7 years, 89.9 ," $77,412 "," 13,279 (94% urban, 6% rural). ", 856 
149,"Montgomery, OH", 840 feet," $347,726 ",39.3 years, 5.32 ,46.5 years, 91.7 ," $114,560 "," 10,440 (100% urban, 0% rural). "," 1,961 "
150,Moraine, 740 feet," $84,030 ",39.3 years, 9.07 ,35.8 years, 94.2 ," $47,855 "," 6,365 (94% urban, 6% rural). ", 702 
151,Mount Healthy, 855 feet," $88,368 ",39.3 years, 1.42 ,40.2 years, 89.0 ," $36,336 "," 6,061 (100% urban, 0% rural). "," 4,258 "
152,"Mount Vernon, OH", 1020 feet," $108,235 ",39.3 years, 8.40 ,35.8 years, 80.1 ," $35,835 "," 16,788 (99% urban, 1% rural). "," 1,998 "
153,"Napoleon, OH", 677 feet," $109,510 ",39.3 years, 5.59 ,41.2 years, 78.5 ," $46,905 "," 8,646 (100% urban, 0% rural). "," 1,548 "
154,"New Albany, OH",," $521,989 ",39.3 years, 8.93 ,38.7 years, 99.9 ," $198,522 "," 9,202 (94% urban, 6% rural). "," 1,031 "
155,"New Franklin, OH",," $142,217 ",39.3 years, 2.22 ,48.3 years, 95.9 ," $68,788 "," 14,292 (80% urban, 20% rural). "," 6,426 "
156,"New Philadelphia, OH", 910 feet," $118,743 ",39.3 years, 7.80 ,36.4 years, 79.8 ," $44,817 "," 17,438 (99% urban, 1% rural). "," 2,237 "
157,"Newark, OH", 829 feet," $121,568 ",39.3 years, 19.6 ,37.2 years, 94.9 ," $39,666 "," 47,839 (100% urban, 0% rural). "," 2,447 "
158,"Niles, OH", 890 feet," $84,242 ",39.3 years, 8.55 ,42.8 years, 90.1 ," $40,873 "," 18,778 (100% urban, 0% rural). "," 2,196 "
159,North Canton, 1160 feet," $142,989 ",39.3 years, 6.07 ,43.9 years, 90.9 ," $58,489 "," 17,490 (100% urban, 0% rural). "," 2,882 "
160,North College Hill, 840 feet," $87,114 ",39.3 years, 1.84 ,38.5 years, 89.6 ," $44,190 "," 9,362 (100% urban, 0% rural). "," 5,099 "
161,North Madison, 676 feet," $114,817 ",39.3 years, 4.01 ,39.2 years, 95.2 ," $52,667 "," 8,547. "," 2,132 "
162,North Olmsted, 756 feet," $152,310 ",39.3 years, 11.6 ,45.0 years, 95.2 ," $63,224 "," 32,130 (100% urban, 0% rural). "," 2,762 "
163,North Ridgeville, 725 feet," $169,321 ",39.3 years, 23.4 ,41.8 years, 96.0 ," $70,122 "," 31,871 (100% urban, 0% rural). "," 1,364 "
164,North Royalton, 1197 feet," $200,211 ",39.3 years, 21.3 ,42.9 years, 95.3 ," $68,106 "," 30,327 (97% urban, 3% rural). "," 1,425 "
165,"Northbrook, OH", 820 feet," $82,205 ",39.3 years, 1.94 ,34.2 years, 89.6 ," $46,339 "," 10,668. "," 5,503 "
166,Northgate,," $128,269 ",39.3 years, 2.52 ,42.8 years, 89.9 ," $67,450 "," 7,377. "," 2,925 "
167,"Northridge, OH",," $127,644 ",39.3 years, 3.05 ,47.5 years, 93.1 ," $60,415 "," 7,572. "," 2,480 "
168,"Norton, OH",," $139,364 ",39.3 years, 20.1 ,43.5 years, 96.5 ," $62,928 "," 12,042 (96% urban, 4% rural). ", 599 
169,"Norwalk, OH", 731 feet," $124,486 ",39.3 years, 8.33 ,39.0 years, 78.9 ," $42,669 "," 16,898 (99% urban, 1% rural). "," 2,030 "
170,"Norwood, OH",," $123,987 ",39.3 years, 3.12 ,33.3 years, 89.9 ," $42,569 "," 19,405 (100% urban, 0% rural). "," 6,228 "
171,"Oakwood, OH",," $237,255 ",39.3 years, 2.19 ,42.5 years, 96.6 ," $100,078 "," 9,083 (100% urban, 0% rural). "," 4,149 "
172,"Oberlin, OH", 801 feet," $153,160 ",39.3 years, 4.38 ,24.6 years, 94.8 ," $52,409 "," 8,251 (95% urban, 5% rural). "," 1,884 "
173,Olmsted Falls, 774 feet," $151,065 ",39.3 years, 4.13 ,43.7 years, 94.8 ," $63,856 "," 8,883 (100% urban, 0% rural). "," 2,150 "
