,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
13,Coxs Creek, 700 feet," $179,539 ",35.9 years, 76.5 ,36.6 years, 87.2 ," $63,770 "," 7,050.", 92 
14,"Cynthiana, KY", 723 feet," $103,985 ",38.7 years, 3.34 ,43.8 years, 81.9 ," $31,373 "," 6,365 (99% urban, 1% rural). "," 1,906 "
15,"Danville, KY", 989 feet," $149,042 ",38.7 years, 15.8 ,38.6 years, 84.2 ," $38,563 "," 16,620 (98% urban, 2% rural). "," 1,053 "
16,"Edgewood, KY",," $212,639 ",38.7 years, 4.18 ,46.9 years, 90.2 ," $97,913 "," 8,741 (100% urban, 0% rural). "," 2,093 "
17,"Elizabethtown, KY", 731 feet," $180,680 ",38.7 years, 24.1 ,37.7 years, 85.9 ," $45,725 "," 29,974 (98% urban, 2% rural). "," 1,245 "
18,"Elsmere, KY",," $109,806 ",38.7 years, 2.50 ,34.1 years, 90.8 ," $58,226 "," 8,507 (100% urban, 0% rural). "," 3,403 "
19,Erlanger,," $124,690 ",38.7 years, 8.33 ,36.1 years, 89.6 ," $61,538 "," 18,647 (100% urban, 0% rural). "," 2,239 "
20,"Fairdale, KY", 470 feet," $106,729 ",35.9 years, 5.70 ,32.9 years, 91.2 ," $46,405 "," 7,853."," 1,377 "
21,"Fairdealing, KY",," $140,497 ",35.9 years, 77.9 ,44.9 years, 87.1 ," $38,785 "," 6,279.", 81 
22,"Fayette, KY",," $181,200 ",35.9 years, 284.5 ,33.0 years, 95.1 ," $53,178 "," 286,518."," 1,007 "
23,Fern Creek, 700 feet," $183,757 ",35.9 years, 5.81 ,34.6 years, 94.0 ," $70,743 "," 18,325."," 3,154 "
24,Flaherty, 793 feet," $145,423 ",35.9 years, 96.5 ,28.6 years, 87.2 ," $50,529 "," 12,202.", 126 
25,"Flatwoods, KY", 689 feet," $96,888 ",38.7 years, 4.49 ,44.6 years, 83.0 ," $48,650 "," 7,405 (100% urban, 0% rural). "," 1,647 "
26,"Florence, KY", 910 feet," $139,334 ",38.7 years, 9.87 ,37.1 years, 90.2 ," $56,412 "," 31,888 (100% urban, 0% rural). "," 3,230 "
27,Fort Campbell North,," $142,095 ",38.7 years, 3.97 ,22.0 years, 88.6 ," $40,726 "," 13,685. "," 3,450 "
28,"Fort Campbell, KY",," $142,095 ",35.9 years, 21.0 ,21.5 years, 95.2 ," $35,305 "," 17,198.", 820 
29,Fort Knox,," $141,327 ",38.7 years, 20.9 ,25.0 years, 91.0 ," $54,504 "," 10,124. ", 484 
30,Fort Mitchell,," $238,971 ",38.7 years, 3.13 ,37.1 years, 90.8 ," $68,588 "," 8,266 (100% urban, 0% rural). "," 2,638 "
31,"Fort Thomas, KY", 860 feet," $212,641 ",38.7 years, 5.67 ,39.0 years, 90.8 ," $75,271 "," 16,329 (100% urban, 0% rural). "," 2,881 "
32,Francisville, 810 feet," $178,600
",38.7 years,,35.7 years, 93.6 ," $72,374"," 7,944.",
33,"Frankfort, KY", 510 feet," $135,923 ",38.7 years, 14.7 ,37.0 years, 84.1 ," $45,060 "," 27,557 (99% urban, 1% rural). "," 1,871 "
34,"Franklin, KY", 720 feet," $103,985 ",38.7 years, 7.44 ,37.3 years, 83.2 ," $32,661 "," 8,695 (94% urban, 6% rural). "," 1,169 "
35,"Georgetown, KY",," $163,129 ",38.7 years, 13.7 ,32.0 years, 89.1 ," $63,132 "," 31,653 (98% urban, 2% rural). "," 2,307 "
36,"Glasgow, KY",," $106,136 ",38.7 years, 14.7 ,43.3 years, 82.6 ," $29,532 "," 14,339 (95% urban, 5% rural). ", 972 
37,Grants Lick, 638 feet," $183,725 ",35.9 years, 74.1 ,36.3 years, 88.5 ," $75,150 "," 7,067.", 95 
38,"Harrodsburg, KY", 886 feet," $112,695 ",38.7 years, 5.31 ,38.9 years, 82.3 ," $33,105 "," 8,361 (96% urban, 4% rural). "," 1,576 "
39,"Hebron, KY", 870 feet," $204,544 ",35.9 years, 49.7 ,33.0 years, 94.7 ," $92,028 "," 13,050.", 262 
40,"Henderson, KY", 400 feet," $113,018 ",38.7 years, 15.0 ,39.8 years, 83.5 ," $36,228 "," 28,900 (98% urban, 2% rural). "," 1,931 "
41,"Highland Heights, KY", 840 feet," $134,305 ",38.7 years, 2.27 ,27.1 years, 91.1 ," $61,087 "," 7,194 (100% urban, 0% rural). "," 3,163 "
42,Highview, 670 feet," $174,781 ",35.9 years, 6.48 ,38.1 years, 93.0 ," $64,215 "," 15,547."," 2,398 "
43,"Hillview, KY",," $116,557 ",38.7 years, 4.16 ,38.2 years, 88.2 ," $60,179 "," 8,002 (100% urban, 0% rural). "," 1,921 "
44,Hopkinsville, 520 feet," $119,109 ",38.7 years, 24.0 ,35.8 years, 87.9 ," $36,351 "," 32,634 (97% urban, 3% rural). "," 1,358 "
45,"Independence, KY", 903 feet," $166,947 ",38.7 years, 16.8 ,35.2 years, 90.3 ," $80,287 "," 26,378 (95% urban, 5% rural). "," 1,573 "
46,Jeffersontown, 711 feet," $178,484 ",38.7 years, 9.95 ,40.3 years, 89.6 ," $65,835 "," 26,949 (100% urban, 0% rural). "," 2,708 "
47,Keavy, 1268 feet," $109,940 ",35.9 years, 113.3 ,35.3 years, 86.7 ," $37,549 "," 8,991.", 79 
48,"La Grange, KY", 867 feet," $171,747 ",38.7 years, 3.75 ,34.2 years, 88.4 ," $58,697 "," 8,516 (89% urban, 11% rural). "," 2,273 "
49,"Lawrenceburg, KY", 791 feet," $130,761 ",38.7 years, 3.71 ,36.3 years, 82.8 ," $54,121 "," 11,093 (100% urban, 0% rural). "," 2,987 "
50,Leitchfield, 720 feet," $100,867 ",38.7 years, 8.77 ,37.3 years, 81.3 ," $29,759 "," 6,872 (86% urban, 14% rural). ", 784 
51,"Lexington-Fayette, KY", 1000 feet," $181,200 ",38.7 years, 284.5 ,34.4 years, 90.0 ," $53,178 "," 318,449"," 1,119 "
52,"London, KY", 1255 feet," $129,040 ",38.7 years, 7.71 ,39.5 years, 83.0 ," $35,053 "," 8,126 (100% urban, 0% rural). "," 1,054 "
53,"Louisville, KY", 462 feet," $133,656 ",35.9 years, 62.1 ,35.8 years, 94.5 ," $38,005 "," 262,764."," 4,230 "
54,"Lyndon, KY", 580 feet," $185,423 ",38.7 years, 3.45 ,35.0 years, 90.1 ," $53,857 "," 11,311 (100% urban, 0% rural). "," 3,282 "
55,"Madisonville, KY", 470 feet," $107,964 ",38.7 years, 17.8 ,38.1 years, 81.6 ," $42,687 "," 19,622 (94% urban, 6% rural). "," 1,103 "
56,"Mayfield, KY", 470 feet," $91,404 ",38.7 years, 6.68 ,38.8 years, 82.0 ," $27,144 "," 10,122 (98% urban, 2% rural). "," 1,516 "
57,"Maysville, KY",," $120,223 ",38.7 years, 19.9 ,45.3 years, 82.4 ," $29,135 "," 8,851 (86% urban, 14% rural). ", 445 
58,Middlesborough,," $78,930 ",38.7 years, 7.64 ,41.6 years, 80.8 ," $23,428 "," 9,872 (99% urban, 1% rural). "," 1,292 "
59,"Middletown, KY",," $211,683 ",38.7 years, 4.86 ,45.5 years, 90.4 ," $66,914 "," 7,422 (97% urban, 3% rural). "," 1,527 "
60,"Monticello, KY",," $87,210 ",38.7 years, 6.08 ,37.8 years, 80.8 ," $27,077 "," 6,095 (94% urban, 6% rural). "," 1,003 "
61,Morehead, 748 feet," $179,689 ",38.7 years, 9.23 ,22.7 years, 83.6 ," $37,745 "," 6,978 (56% urban, 44% rural). ", 756 
62,"Mount Sterling, KY", 1027 feet," $127,858 ",38.7 years, 3.44 ,40.2 years, 83.1 ," $37,464 "," 7,178 (94% urban, 6% rural). "," 2,088 "
63,"Mount Washington, KY", 688 feet," $168,266 ",38.7 years, 5.34 ,36.2 years, 87.2 ," $67,680 "," 12,246 (96% urban, 4% rural). "," 2,293 "
64,"Murray, KY", 515 feet," $154,526 ",38.7 years, 9.70 ,25.2 years, 85.9 ," $25,492 "," 18,630 (99% urban, 1% rural). "," 1,921 "
65,"Newburg, KY", 480 feet," $120,927 ",35.9 years, 5.74 ,32.2 years, 93.1 ," $39,251 "," 21,162."," 3,689 "
66,"Newport, KY",," $129,005 ",38.7 years, 2.72 ,35.2 years, 90.7 ," $36,359 "," 15,426 (100% urban, 0% rural). "," 5,671 "
67,Nicholasville, 930 feet," $148,074 ",38.7 years, 8.48 ,35.8 years, 89.9 ," $47,032 "," 29,097 (99% urban, 1% rural). "," 3,430 "
68,"Oak Grove, KY",," $96,407 ",38.7 years, 10.3 ,24.3 years, 89.0 ," $38,443 "," 7,515 (86% urban, 14% rural). ", 729 
69,Oakbrook,," $162,072 ",38.7 years, 3.26 ,42.4 years, 89.5 ," $69,099 "," 9,036. "," 2,770 "
70,"Okolona, KY", 465 feet," $151,444 ",35.9 years, 6.92 ,36.6 years, 93.3 ," $47,370 "," 18,261."," 2,639 "
71,Owensboro,," $123,777 ",38.7 years, 17.4 ,37.6 years, 86.2 ," $41,832 "," 58,374 (100% urban, 0% rural). "," 3,350 "
72,"Paducah, KY",," $117,137 ",38.7 years, 19.5 ,40.5 years, 84.4 ," $30,991 "," 24,978 (100% urban, 0% rural). "," 1,282 "
73,"Paris, KY", 840 feet," $118,287 ",38.7 years, 6.80 ,38.6 years, 89.4 ," $35,892 "," 9,747 (99% urban, 1% rural). "," 1,434 "
74,"Pikeville, KY",," $187,754 ",38.7 years, 15.4 ,34.9 years, 86.0 ," $36,124 "," 7,327 (71% urban, 29% rural). ", 475 
75,"Pine Grove, KY",," $133,817 ",35.9 years, 93.9 ,24.2 years, 87.7 ," $45,202 "," 6,249.", 67 
76,Piner-Visalia,," $167,571 ",35.9 years, 71.0 ,35.9 years, 87.7 ," $66,977 "," 7,429.", 105 
77,Pleasure Ridge Park,," $146,222 ",35.9 years, 8.32 ,37.7 years, 92.7 ," $54,489 "," 26,433."," 3,176 "
78,"Princeton, KY", 480 feet," $98,823 ",38.7 years, 9.13 ,41.3 years, 80.6 ," $41,333 "," 6,199 (93% urban, 7% rural). ", 679 
79,Radcliff, 770 feet," $136,484 ",38.7 years, 11.5 ,34.7 years, 84.9 ," $47,372 "," 22,952 (99% urban, 1% rural). "," 2,000 "
80,"Richmond, KY", 975 feet," $144,064 ",38.7 years, 19.1 ,25.9 years, 84.4 ," $32,535 "," 33,556 (98% urban, 2% rural). "," 1,755 "
81,"Russellville, KY", 595 feet," $93,984 ",38.7 years, 10.6 ,44.0 years, 81.1 ," $30,763 "," 7,038 (89% urban, 11% rural). ", 662 
82,"Shelbyville, KY", 791 feet," $165,709 ",38.7 years, 7.56 ,34.1 years, 89.1 ," $46,584 "," 14,985 (99% urban, 1% rural). "," 1,981 "
83,Shepherdsville, 449 feet," $134,949 ",38.7 years, 10.5 ,32.2 years, 87.8 ," $53,637 "," 11,856 (97% urban, 3% rural). "," 1,126 "
84,Shively, 450 feet," $106,002 ",38.7 years, 4.63 ,41.2 years, 88.2 ," $37,683 "," 15,643 (100% urban, 0% rural). "," 3,376 "
85,"Somerset, KY",," $113,018 ",38.7 years, 11.3 ,41.0 years, 83.6 ," $26,104 "," 11,422 (99% urban, 1% rural). "," 1,013 "
86,South Williamson,," $98,459 ",35.9 years, 56.1 ,38.8 years, 85.3 ," $40,105 "," 7,525.", 134 
87,Spottsville, 390 feet," $157,712 ",35.9 years, 135.7 ,36.9 years, 86.4 ," $57,325 "," 11,944.", 88 
88,St. Dennis,," $133,983 ",35.9 years, 2.62 ,37.0 years, 92.3 ," $44,513 "," 9,411."," 3,597 "
89,"St. Matthews, KY", 550 feet," $216,700 ",38.7 years, 4.03 ,37.4 years, 91.7 ," $57,898 "," 17,911 (100% urban, 0% rural). "," 4,450 "
90,Taylor Mill,," $154,978 ",38.7 years, 6.26 ,39.8 years, 89.9 ," $60,809 "," 6,728 (100% urban, 0% rural). "," 1,075 "
91,Valley Station, 420 feet," $141,163 ",35.9 years, 7.81 ,37.0 years, 93.8 ," $55,724 "," 23,531."," 3,011 "
92,"Versailles, KY",," $150,440 ",38.7 years, 2.81 ,37.0 years, 89.5 ," $40,205 "," 9,054 (100% urban, 0% rural). "," 3,217 "
93,Villa Hills, 843 feet," $220,445 ",38.7 years, 3.71 ,49.1 years, 89.9 ," $93,674 "," 7,426 (100% urban, 0% rural). "," 2,003 "
94,"Wilmore, KY", 880 feet," $162,914 ",38.7 years, 2.64 ,26.4 years, 89.4 ," $45,164 "," 6,123 (100% urban, 0% rural). "," 2,322 "
95,"Winchester, KY",," $129,040 ",38.7 years, 7.64 ,38.8 years, 89.2 ," $40,225 "," 18,443 (100% urban, 0% rural). "," 2,412 "
