,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
11,"Boonville, MO", 660 feet," $118,590 ",38.4 years, 6.89 ,36.1 years, 78.5 ," $37,619 "," 8,374 (96% urban, 4% rural). "," 1,216 "
12,"Branson, MO", 722 feet," $169,199 ",38.4 years, 16.2 ,43.6 years, 81.2 ," $40,568 "," 11,340 (94% urban, 6% rural). ", 701 
13,"Brentwood, MO", 493 feet," $224,471 ",38.4 years, 1.95 ,34.6 years, 91.4 ," $74,656 "," 8,043 (100% urban, 0% rural). "," 4,128 "
14,"Bridgeton, MO", 580 feet," $170,478 ",38.4 years, 14.6 ,43.0 years, 89.8 ," $53,156 "," 11,782 (100% urban, 0% rural). ", 809 
15,"Cameron, MO", 1037 feet," $115,158 ",38.4 years, 5.33 ,37.3 years, 86.0 ," $43,208 "," 9,762 (96% urban, 4% rural). "," 1,833 "
16,Cape Girardeau, 354 feet," $143,990 ",38.4 years, 24.3 ,32.5 years, 80.3 ," $43,191 "," 39,167 (98% urban, 2% rural). "," 1,614 "
17,Carl Junction, 895 feet," $135,908 ",38.4 years, 4.88 ,35.4 years, 83.5 ," $69,308 "," 7,660 (97% urban, 3% rural). "," 1,569 "
18,"Carthage, MO", 1002 feet," $88,382 ",38.4 years, 9.54 ,35.4 years, 83.0 ," $38,324 "," 14,271 (99% urban, 1% rural). "," 1,496 "
19,"Chesterfield, MO", 470 feet," $373,222 ",38.4 years, 31.5 ,46.5 years, 91.1 ," $99,424 "," 47,777 (99% urban, 1% rural). "," 1,516 "
20,"Chillicothe, MO", 798 feet," $98,324 ",38.4 years, 6.54 ,39.2 years, 76.5 ," $37,808 "," 9,504 (100% urban, 0% rural). "," 1,453 "
21,"Clayton, MO", 570 feet," $620,926 ",38.4 years, 2.48 ,31.3 years, 96.4 ," $90,372 "," 15,882 (100% urban, 0% rural). "," 6,395 "
22,"Clinton, MO",," $90,390 ",38.4 years, 9.24 ,38.8 years, 77.9 ," $37,613 "," 9,015 (97% urban, 3% rural). ", 976 
23,"Columbia, MO", 758 feet," $187,200 ",38.4 years, 53.1 ,28.5 years, 87.1 ," $50,044 "," 120,606"," 2,273 "
24,"Concord, MO",," $198,657 ",38.4 years, 5.51 ,47.3 years, 90.3 ," $65,783 "," 16,421. "," 2,978 "
25,"Crestwood, MO", 621 feet," $200,163 ",38.4 years, 3.60 ,44.6 years, 90.0 ," $67,123 "," 11,951 (100% urban, 0% rural). "," 3,321 "
26,"Creve Coeur, MO", 644 feet," $386,559 ",38.4 years, 10.1 ,48.3 years, 91.7 ," $95,643 "," 17,868 (100% urban, 0% rural). "," 1,764 "
27,Dardenne Prairie, 610 feet," $292,373 ",38.4 years, 4.37 ,41.1 years, 93.1 ," $132,206 "," 12,783 (100% urban, 0% rural). "," 2,928 "
28,"De Soto, MO", 503 feet," $98,876 ",38.4 years, 3.81 ,38.4 years, 87.9 ," $37,206 "," 6,471 (97% urban, 3% rural). "," 1,699 "
29,Des Peres, 615 feet," $413,771 ",38.4 years, 4.40 ,46.1 years, 93.5 ," $122,390 "," 8,534 (100% urban, 0% rural). "," 1,941 "
30,"Dexter, MO", 368 feet," $91,891 ",38.4 years, 6.09 ,40.4 years, 77.1 ," $33,291 "," 7,969 (98% urban, 2% rural). "," 1,309 "
31,"Ellisville, MO", 730 feet," $244,907 ",38.4 years, 4.35 ,44.8 years, 91.3 ," $75,855 "," 9,253 (100% urban, 0% rural). "," 2,128 "
32,"Eureka, MO",," $257,276 ",38.4 years, 10.1 ,38.1 years, 89.7 ," $94,340 "," 10,543 (98% urban, 2% rural). "," 1,049 "
33,Excelsior Springs, 770 feet," $122,031 ",38.4 years, 9.82 ,33.5 years, 86.0 ," $49,839 "," 11,488 (94% urban, 6% rural). "," 1,170 "
34,"Farmington, MO", 918 feet," $127,835 ",38.4 years, 8.95 ,38.5 years, 78.5 ," $45,637 "," 17,915 (98% urban, 2% rural). "," 2,001 "
35,"Ferguson, MO", 508 feet," $93,682 ",38.4 years, 6.19 ,35.9 years, 88.4 ," $42,571 "," 21,086 (100% urban, 0% rural). "," 3,407 "
36,Festus, 425 feet," $132,110 ",38.4 years, 4.78 ,37.8 years, 88.3 ," $48,124 "," 11,885 (100% urban, 0% rural). "," 2,486 "
37,"Florissant, MO", 578 feet," $101,856 ",38.4 years, 11.4 ,37.3 years, 88.7 ," $52,844 "," 52,303 (100% urban, 0% rural). "," 4,601 "
38,Fort Leonard Wood,," $139,489 ",38.4 years, 97.2 ,20.9 years, 92.6 ," $48,028 "," 15,061. ", 155 
39,"Fulton, MO", 770 feet," $119,233 ",38.4 years, 11.3 ,32.9 years, 83.0 ," $43,067 "," 12,864 (90% urban, 10% rural). "," 1,137 "
40,"Gladstone, MO", 940 feet," $141,215 ",38.4 years, 8.00 ,39.8 years, 86.9 ," $53,506 "," 26,800 (100% urban, 0% rural). "," 3,352 "
41,Grain Valley, 793 feet," $165,522 ",38.4 years, 4.80 ,33.2 years, 87.5 ," $61,780 "," 13,236 (99% urban, 1% rural). "," 2,757 "
42,"Grandview, MO", 1049 feet," $112,132 ",38.4 years, 14.7 ,32.8 years, 86.4 ," $45,028 "," 25,290 (100% urban, 0% rural). "," 1,717 "
43,"Hannibal, MO", 491 feet," $101,863 ",38.4 years, 14.6 ,37.8 years, 77.2 ," $41,176 "," 17,893 (98% urban, 2% rural). "," 1,225 "
44,"Harrisonville, MO", 904 feet," $132,445 ",38.4 years, 8.64 ,35.7 years, 86.9 ," $41,412 "," 9,983 (93% urban, 7% rural). "," 1,155 "
45,Hazelwood, 565 feet," $114,118 ",38.4 years, 15.9 ,35.6 years, 88.7 ," $46,953 "," 25,666 (98% urban, 2% rural). "," 1,616 "
46,"Independence, MO", 1033 feet," $109,600 ",38.4 years, 78.3 ,39.3 years, 86.4 ," $45,970 "," 117,031"," 1,494 "
47,"Jackson, MO", 497 feet," $170,968 ",38.4 years, 10.1 ,35.7 years, 81.2 ," $55,964 "," 14,677 (99% urban, 1% rural). "," 1,450 "
48,"Jefferson City, MO", 702 feet," $141,981 ",38.4 years, 27.3 ,38.7 years, 83.3 ," $50,067 "," 43,132 (99% urban, 1% rural). "," 1,583 "
49,"Jennings, MO", 517 feet," $69,804 ",38.4 years, 3.69 ,33.3 years, 88.3 ," $32,750 "," 14,737 (100% urban, 0% rural). "," 3,995 "
50,"Joplin, MO", 1005 feet," $120,483 ",38.4 years, 31.4 ,37.0 years, 83.6 ," $42,267 "," 51,316 (100% urban, 0% rural). "," 1,633 "
51,"Kansas City, MO", 882 feet," $146,300 ",38.4 years, 313.5 ,35.3 years, 87.0 ," $51,235 "," 481,360"," 1,535 "
52,"Kearney, MO", 849 feet," $168,499 ",38.4 years, 6.57 ,34.5 years, 87.1 ," $70,882 "," 9,261 (89% urban, 11% rural). "," 1,410 "
53,Kennett, 267 feet," $100,469 ",38.4 years, 6.66 ,41.0 years, 77.1 ," $30,853 "," 10,796 (99% urban, 1% rural). "," 1,622 "
54,Kirksville, 982 feet," $113,336 ",38.4 years, 10.5 ,23.6 years, 78.9 ," $28,592 "," 17,633 (90% urban, 10% rural). "," 1,686 "
55,"Kirkwood, MO", 660 feet," $283,090 ",38.4 years, 9.23 ,42.7 years, 91.3 ," $79,790 "," 27,660 (100% urban, 0% rural). "," 2,998 "
56,Ladue, 545 feet," $829,801 ",38.4 years, 8.59 ,47.0 years, 95.3 ," $190,852 "," 8,576 (100% urban, 0% rural). ", 998 
57,Lake St. Louis, 545 feet," $268,026 ",38.4 years, 7.48 ,41.6 years, 89.9 ," $84,736 "," 15,014 (100% urban, 0% rural). "," 2,007 "
58,"Lebanon, MO", 1265 feet," $103,578 ",38.4 years, 13.6 ,37.8 years, 77.7 ," $32,789 "," 14,650 (95% urban, 5% rural). "," 1,075 "
59,Lee's Summit,," $209,100 ",38.4 years, 59.5 ,38.1 years, 86.7 ," $85,137 "," 95,782"," 1,609 "
60,Lemay, 470 feet," $109,708 ",38.4 years, 4.35 ,40.1 years, 88.7 ," $45,590 "," 16,645. "," 3,828 "
61,"Liberty, MO", 889 feet," $176,492 ",38.4 years, 27.0 ,37.8 years, 86.5 ," $70,338 "," 30,376 (94% urban, 6% rural). "," 1,127 "
62,"Manchester, MO", 582 feet," $232,430 ",38.4 years, 5.00 ,37.9 years, 89.6 ," $79,853 "," 18,197 (100% urban, 0% rural). "," 3,642 "
63,"Maplewood, MO", 508 feet," $166,498 ",38.4 years, 1.55 ,35.4 years, 90.0 ," $42,466 "," 7,959 (100% urban, 0% rural). "," 5,144 "
64,"Marshall, MO", 760 feet," $103,793 ",38.4 years, 10.1 ,32.9 years, 77.8 ," $38,934 "," 13,042 (97% urban, 3% rural). "," 1,285 "
65,"Marshfield, MO", 1494 feet," $108,725 ",38.4 years, 4.84 ,36.3 years, 82.8 ," $38,718 "," 6,977 (97% urban, 3% rural). "," 1,443 "
66,Maryland Heights, 525 feet," $164,885 ",38.4 years, 21.4 ,34.8 years, 89.6 ," $62,022 "," 27,405 (100% urban, 0% rural). "," 1,282 "
67,"Maryville, MO", 1136 feet," $147,754 ",38.4 years, 5.03 ,23.9 years, 80.6 ," $31,410 "," 12,007 (100% urban, 0% rural). "," 2,386 "
68,Mehlville, 638 feet," $161,335 ",38.4 years, 7.36 ,40.8 years, 89.2 ," $53,952 "," 28,380. "," 3,854 "
69,"Mexico, MO", 802 feet," $93,499 ",38.4 years, 11.4 ,39.3 years, 77.3 ," $38,352 "," 11,664 (95% urban, 5% rural). "," 1,026 "
70,Moberly, 875 feet," $84,707 ",38.4 years, 11.6 ,35.8 years, 76.7 ," $34,580 "," 13,890 (99% urban, 1% rural). "," 1,202 "
71,Monett, 1317 feet," $112,585 ",38.4 years, 6.51 ,35.8 years, 77.9 ," $38,188 "," 8,934 (95% urban, 5% rural). "," 1,372 "
72,"Murphy, MO", 570 feet," $129,743 ",38.4 years, 3.97 ,37.2 years, 89.3 ," $48,053 "," 8,690. "," 2,192 "
73,"Neosho, MO", 1035 feet," $102,184 ",38.4 years, 14.9 ,33.8 years, 82.6 ," $37,620 "," 12,134 (96% urban, 4% rural). ", 813 
74,"Nevada, MO", 880 feet," $77,737 ",38.4 years, 8.93 ,36.7 years, 76.8 ," $31,029 "," 8,295 (97% urban, 3% rural). ", 929 
75,Nixa, 1295 feet," $149,855 ",38.4 years, 6.16 ,34.7 years, 83.9 ," $47,548 "," 20,570 (99% urban, 1% rural). "," 3,341 "
76,"O'Fallon, MO", 543 feet," $224,400 ",38.4 years, 22.5 ,37.8 years, 89.6 ," $85,313 "," 86,276"," 3,840 "
77,"Oak Grove, MO",," $128,291 ",38.4 years, 4.85 ,33.5 years, 86.5 ," $53,780 "," 7,873 (95% urban, 5% rural). "," 1,622 "
78,"Oakville, MO",," $227,483 ",38.4 years, 16.1 ,44.9 years, 89.0 ," $80,892 "," 36,143. "," 2,248 "
79,Old Jamestown,," $189,300
",38.4 years,,46.1 years, 93.0 ," $62,572"," 19,184.",
80,Olivette, 660 feet," $313,743 ",38.4 years, 2.79 ,40.7 years, 91.9 ," $70,352 "," 7,845 (100% urban, 0% rural). "," 2,813 "
81,"Overland, MO", 641 feet," $95,188 ",38.4 years, 4.38 ,36.7 years, 88.5 ," $44,852 "," 15,985 (100% urban, 0% rural). "," 3,648 "
82,"Ozark, MO", 1178 feet," $154,061 ",38.4 years, 7.55 ,33.6 years, 83.9 ," $48,014 "," 18,871 (97% urban, 3% rural). "," 2,501 "
83,"Pacific, MO", 466 feet," $150,828 ",38.4 years, 5.42 ,37.0 years, 89.0 ," $49,232 "," 7,113 (97% urban, 3% rural). "," 1,312 "
84,"Park Hills, MO", 740 feet," $80,659 ",38.4 years, 20.0 ,37.9 years, 76.7 ," $36,525 "," 8,618 (95% urban, 5% rural). ", 430 
85,"Parkville, MO", 830 feet," $383,885 ",38.4 years, 6.92 ,40.6 years, 86.1 ," $127,361 "," 6,098 (99% urban, 1% rural). ", 882 
86,"Perryville, MO", 580 feet," $119,662 ",38.4 years, 7.59 ,36.5 years, 78.3 ," $43,676 "," 8,394 (96% urban, 4% rural). "," 1,106 "
87,"Pleasant Hill, MO", 909 feet," $170,286 ",38.4 years, 4.49 ,35.6 years, 86.7 ," $61,877 "," 8,250 (98% urban, 2% rural). "," 1,836 "
88,Poplar Bluff, 340 feet," $98,860 ",38.4 years, 11.6 ,38.6 years, 78.0 ," $33,050 "," 17,242 (97% urban, 3% rural). "," 1,490 "
89,Raymore, 1104 feet," $186,175 ",38.4 years, 17.0 ,40.6 years, 87.4 ," $76,466 "," 19,963 (96% urban, 4% rural). "," 1,175 "
90,Raytown, 1015 feet," $105,908 ",38.4 years, 9.91 ,39.6 years, 86.7 ," $51,302 "," 29,481 (100% urban, 0% rural). "," 2,974 "
91,"Republic, MO", 1309 feet," $130,441 ",38.4 years, 5.60 ,32.0 years, 83.2 ," $51,509 "," 15,680 (95% urban, 5% rural). "," 2,802 "
92,"Richmond Heights, MO", 469 feet," $255,555 ",38.4 years, 2.29 ,38.9 years, 90.9 ," $73,038 "," 8,495 (100% urban, 0% rural). "," 3,708 "
93,"Rolla, MO", 1119 feet," $138,640 ",38.4 years, 11.3 ,25.5 years, 79.5 ," $35,501 "," 19,926 (98% urban, 2% rural). "," 1,764 "
94,Sappington, 597 feet," $198,550 ",38.4 years, 2.56 ,49.5 years, 90.1 ," $59,744 "," 7,580. "," 2,965 "
95,"Sedalia, MO", 919 feet," $92,212 ",38.4 years, 12.0 ,35.6 years, 78.2 ," $36,164 "," 21,492 (99% urban, 1% rural). "," 1,797 "
96,"Shrewsbury, MO", 545 feet," $178,544 ",38.4 years, 1.43 ,46.3 years, 90.6 ," $53,593 "," 6,205 (100% urban, 0% rural). "," 4,348 "
97,Sikeston, 329 feet," $113,764 ",38.4 years, 17.9 ,39.1 years, 78.0 ," $39,473 "," 16,370 (97% urban, 3% rural). ", 913 
98,"Smithville, MO", 815 feet," $185,658 ",38.4 years, 13.7 ,39.0 years, 86.8 ," $74,680 "," 9,107 (85% urban, 15% rural). ", 664 
99,Spanish Lake, 538 feet," $100,458 ",38.4 years, 7.36 ,30.3 years, 88.1 ," $37,328 "," 19,650. "," 2,671 "
100,"Springfield, MO", 1300 feet," $115,900 ",38.4 years, 73.2 ,32.5 years, 83.6 ," $33,286 "," 167,313"," 2,287 "
101,St. Ann, 590 feet," $94,112 ",38.4 years, 3.13 ,40.1 years, 88.6 ," $39,153 "," 12,955 (100% urban, 0% rural). "," 4,144 "
102,"St. Charles, MO", 536 feet," $193,200 ",38.4 years, 20.4 ,36.2 years, 89.6 ," $63,006 "," 69,293"," 3,403 "
103,"St. John, MO",," $87,709 ",38.4 years, 1.42 ,37.7 years, 80.8 ," $41,315 "," 6,475 (100% urban, 0% rural). "," 4,548 "
104,"St. Joseph, MO", 885 feet," $113,100 ",38.4 years, 43.8 ,37.0 years, 80.5 ," $44,528 "," 76,506"," 1,745 "
105,"St. Louis, MO", 465 feet," $125,800 ",38.4 years, 61.9 ,35.3 years, 89.9 ," $40,346 "," 311,404"," 5,029 "
106,St. Peters, 435 feet," $183,852 ",38.4 years, 21.2 ,38.9 years, 88.9 ," $77,790 "," 56,076 (100% urban, 0% rural). "," 2,647 "
107,"Sullivan, MO", 987 feet," $118,049 ",38.4 years, 7.67 ,33.9 years, 89.2 ," $33,955 "," 7,054 (89% urban, 11% rural). ", 920 
108,Sunset Hills, 622 feet," $385,161 ",38.4 years, 9.03 ,47.0 years, 93.3 ," $103,194 "," 8,527 (100% urban, 0% rural). ", 944 
109,"Town and Country, MO", 590 feet," $709,552 ",38.4 years, 11.9 ,51.5 years, 91.6 ," $160,671 "," 10,975 (100% urban, 0% rural). ", 924 
110,"Troy, MO", 545 feet," $146,789 ",38.4 years, 5.94 ,31.7 years, 88.7 ," $53,910 "," 11,355 (98% urban, 2% rural). "," 1,912 "
111,"Union, MO",," $154,593 ",38.4 years, 8.08 ,34.7 years, 88.4 ," $47,843 "," 10,859 (85% urban, 15% rural). "," 1,344 "
112,University City,," $259,104 ",38.4 years, 5.88 ,37.4 years, 92.0 ," $57,634 "," 35,115 (100% urban, 0% rural). "," 5,970 "
113,"Valley Park, MO", 421 feet," $184,352 ",38.4 years, 3.02 ,36.3 years, 89.5 ," $56,173 "," 6,976 (100% urban, 0% rural). "," 2,308 "
114,"Warrensburg, MO", 880 feet," $161,693 ",38.4 years, 8.43 ,24.1 years, 80.0 ," $40,677 "," 19,963 (99% urban, 1% rural). "," 2,368 "
115,"Warrenton, MO", 828 feet," $132,421 ",38.4 years, 7.33 ,32.2 years, 89.2 ," $43,991 "," 8,068 (97% urban, 3% rural). "," 1,101 "
116,"Washington, MO", 568 feet," $172,976 ",38.4 years, 8.55 ,39.9 years, 88.6 ," $57,968 "," 14,020 (99% urban, 1% rural). "," 1,640 "
117,"Webb City, MO", 999 feet," $102,348 ",38.4 years, 7.44 ,35.5 years, 82.7 ," $48,825 "," 11,075 (97% urban, 3% rural). "," 1,488 "
118,Webster Groves, 560 feet," $269,430 ",38.4 years, 5.90 ,39.9 years, 91.6 ," $87,920 "," 23,186 (100% urban, 0% rural). "," 3,930 "
119,Wentzville, 603 feet," $214,749 ",38.4 years, 14.4 ,33.2 years, 89.2 ," $85,893 "," 33,912 (99% urban, 1% rural). "," 2,355 "
120,West Plains, 991 feet," $104,650 ",38.4 years, 12.4 ,34.7 years, 77.5 ," $34,058 "," 12,275 (92% urban, 8% rural). ", 993 
121,"Wildwood, MO", 758 feet," $385,376 ",38.4 years, 66.0 ,43.8 years, 90.2 ," $128,460 "," 35,820 (77% urban, 23% rural). ", 542 
