,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
97,"South Bend, IN", 725 feet," $77,400 ",37.6 years, 38.7 ,33.7 years, 84.6 ," $36,711 "," 102,442"," 2,648 "
98,Speedway, 744 feet," $123,722 ",37.6 years, 4.75 ,33.9 years, 88.5 ," $41,904 "," 12,101 (100% urban, 0% rural). "," 2,545 "
99,"St. John, IN", 750 feet," $276,210 ",37.6 years, 6.72 ,44.7 years, 97.2 ," $103,919 "," 16,117 (99% urban, 1% rural). "," 2,397 "
100,Tell City, 436 feet," $95,905 ",37.6 years, 4.56 ,40.1 years, 77.7 ," $43,586 "," 7,257 (97% urban, 3% rural). "," 1,592 "
101,Terre Haute, 501 feet," $82,781 ",37.6 years, 31.2 ,32.2 years, 83.3 ," $35,555 "," 60,956 (99% urban, 1% rural). "," 1,951 "
102,"Valparaiso, IN", 738 feet," $179,719 ",37.6 years, 10.9 ,33.5 years, 97.3 ," $50,436 "," 32,369 (100% urban, 0% rural). "," 2,969 "
103,Vincennes, 429 feet," $79,388 ",37.6 years, 7.14 ,33.7 years, 77.9 ," $38,245 "," 18,032 (99% urban, 1% rural). "," 2,527 "
104,Wabash, 984 feet," $81,306 ",37.6 years, 8.90 ,41.1 years, 77.1 ," $43,192 "," 10,433 (96% urban, 4% rural). "," 1,172 "
105,"Warsaw, IN", 826 feet," $123,441 ",37.6 years, 10.5 ,33.5 years, 80.5 ," $46,982 "," 14,280 (98% urban, 2% rural). "," 1,362 "
106,"Washington, IN", 504 feet," $90,471 ",37.6 years, 4.73 ,35.7 years, 78.1 ," $38,320 "," 12,020 (99% urban, 1% rural). "," 2,539 "
107,"West Lafayette, IN", 617 feet," $208,074 ",37.6 years, 5.51 ,21.9 years, 91.4 ," $31,195 "," 32,109 (100% urban, 0% rural). "," 5,824 "
108,"Westfield, IN",," $239,855 ",37.6 years, 7.63 ,34.6 years, 90.0 ," $92,142 "," 35,297 (97% urban, 3% rural). "," 4,627 "
109,"Yorktown, IN", 907 feet," $138,269 ",37.6 years, 3.53 ,40.7 years, 85.6 ," $57,505 "," 11,220 (95% urban, 5% rural). "," 3,182 "
110,Zionsville, 849 feet," $365,931 ",37.6 years, 5.80 ,38.6 years, 90.3 ," $122,598 "," 25,734 (100% urban, 0% rural). "," 4,437 "
