,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
15,"Anderson, CA", 430 feet," $167,685 ",36.4 years, 6.39 ,34.6 years, 93.4 ," $36,098 "," 10,209 (96% urban, 4% rural). "," 1,598 "
16,"Antelope, CA", 155 feet," $326,800
",36.4 years,,32.4 years, 98.6 ," $59,780"," 45,770.",
17,"Antioch, CA", 40 feet," $356,900 ",36.4 years, 26.9 ,37.6 years, 136.2 ," $81,203 "," 110,876"," 4,114 "
18,"Apple Valley, CA", 2947 feet," $245,000 ",36.4 years, 73.3 ,35.3 years, 116.0 ," $46,682 "," 72,542", 989 
19,Aptos, 100 feet," $771,428 ",36.4 years, 7.01 ,45.1 years, 157.5 ," $90,178 "," 6,220. ", 887 
20,"Arcadia, CA", 485 feet," over $1,000,000 ",36.4 years, 11.0 ,44.6 years, 145.7 ," $88,863 "," 58,232 (100% urban, 0% rural). "," 5,301 "
21,Arcata, 33 feet," $345,023 ",36.4 years, 9.19 ,25.0 years, 104.1 ," $31,505 "," 17,730 (100% urban, 0% rural). "," 1,930 "
22,Arden-Arcade,," $353,000 ",36.4 years, 18.9 ,35.9 years, 103.4 ," $41,786 "," 106,061"," 5,616 "
23,Arrowhead,," $384,973 ",33.3 years, 159.5 ,39.0 years, 130.4 ," $70,846 "," 28,450.", 178 
24,Arroyo Grande, 80 feet," $547,896 ",36.4 years, 5.67 ,45.3 years, 106.5 ," $70,836 "," 17,908 (100% urban, 0% rural). "," 3,158 "
25,"Artesia, CA", 51 feet," $485,267 ",36.4 years, 1.62 ,40.9 years, 136.2 ," $62,078 "," 16,895 (100% urban, 0% rural). "," 10,444 "
26,Arvin, 445 feet," $135,940 ",36.4 years, 4.81 ,24.4 years, 89.3 ," $36,608 "," 20,583 (99% urban, 1% rural). "," 4,283 "
27,"Ashland, CA", 30 feet," $402,790 ",36.4 years, 1.84 ,32.2 years, 146.0 ," $53,467 "," 21,925. "," 11,899 "
28,Atascadero, 880 feet," $460,910 ",36.4 years, 26.7 ,39.1 years, 104.2 ," $76,707 "," 29,134 (89% urban, 11% rural). "," 1,090 "
29,Atherton, 60 feet," over $1,000,000 ",36.4 years, 4.90 ,47.9 years, 165.0 ," over $200,000 "," 7,147 (100% urban, 0% rural). "," 1,458 "
30,"Atwater, CA", 151 feet," $215,683 ",36.4 years, 5.40 ,30.6 years, 91.9 ," $49,248 "," 29,022 (100% urban, 0% rural). "," 5,371 "
31,"Auburn, CA", 1359 feet," $430,804 ",36.4 years, 7.37 ,50.3 years, 102.0 ," $60,219 "," 13,960 (99% urban, 1% rural). "," 1,893 "
32,August, 23 feet," $108,533 ",36.4 years, 1.29 ,27.9 years, 95.7 ," $33,729 "," 8,390. "," 6,485 "
33,Avenal, 800 feet," $133,350 ",36.4 years, 19.1 ,32.6 years, 90.3 ," $39,556 "," 13,308 (100% urban, 0% rural). ", 696 
34,Avocado Heights, 335 feet," $466,874 ",36.4 years, 2.67 ,35.2 years, 132.8 ," $75,994 "," 15,411. "," 5,774 "
35,Azusa, 612 feet," $395,617 ",36.4 years, 8.90 ,29.5 years, 133.7 ," $59,874 "," 48,799 (100% urban, 0% rural). "," 5,483 "
36,"Bakersfield, CA", 408 feet," $236,600 ",36.4 years, 113.1 ,30.6 years, 90.4 ," $59,233 "," 376,371"," 3,328 "
37,"Baldwin Park, CA", 374 feet," $379,500 ",36.4 years, 6.66 ,34.0 years, 133.1 ," $63,549 "," 76,465"," 11,473 "
38,Banning, 2400 feet," $211,144 ",36.4 years, 23.1 ,40.5 years, 116.9 ," $42,142 "," 30,769 (98% urban, 2% rural). "," 1,335 "
39,"Barstow, CA",," $113,475 ",36.4 years, 33.6 ,29.7 years, 112.5 ," $38,357 "," 23,498 (96% urban, 4% rural). ", 700 
40,Bay Point, 87 feet," $235,485 ",36.4 years, 9.29 ,30.9 years, 136.7 ," $51,999 "," 21,349. "," 2,298 "
41,Baywood-Los Osos,," $496,886 ",33.3 years, 7.62 ,42.9 years, 115.6 ," $77,433 "," 15,151."," 1,989 "
42,"Beaumont, CA", 2620 feet," $298,823 ",36.4 years, 27.2 ,34.9 years, 115.5 ," $70,919 "," 42,277 (99% urban, 1% rural). "," 1,556 "
43,Bell Gardens, 122 feet," $368,664 ",36.4 years, 2.49 ,28.2 years, 139.3 ," $39,356 "," 43,146 (100% urban, 0% rural). "," 17,356 "
44,"Bellflower, CA", 71 feet," $415,200 ",36.4 years, 6.07 ,35.6 years, 137.2 ," $49,750 "," 77,789"," 12,808 "
45,"Bell, CA", 135 feet," $373,522 ",36.4 years, 2.48 ,30.4 years, 139.2 ," $41,091 "," 36,217 (100% urban, 0% rural). "," 14,622 "
46,"Belmont, CA", 33 feet," over $1,000,000 ",36.4 years, 4.53 ,39.9 years, 165.2 ," $132,462 "," 27,073 (100% urban, 0% rural). "," 5,982 "
47,"Ben Lomond, CA", 360 feet," $641,775 ",36.4 years, 0.84 ,43.5 years, 155.0 ," $76,053 "," 6,234. "," 7,389 "
48,Benicia, 33 feet," $587,419 ",36.4 years, 12.9 ,44.7 years, 136.9 ," $92,884 "," 27,930 (100% urban, 0% rural). "," 2,165 "
49,"Berkeley, CA", 150 feet," $930,500 ",36.4 years, 10.5 ,32.1 years, 158.4 ," $78,121 "," 121,241"," 11,592 "
50,Bermuda Dunes, 88 feet," $365,149 ",36.4 years, 3.16 ,37.3 years, 119.0 ," $59,716 "," 7,282. "," 2,302 "
51,"Beverly Hills, CA", 225 feet," over $1,000,000 ",36.4 years, 5.67 ,44.0 years, 166.5 ," $106,510 "," 34,871 (100% urban, 0% rural). "," 6,146 "
52,Big Bear City, 6757 feet," $268,558 ",36.4 years, 3.47 ,45.0 years, 119.9 ," $47,251 "," 12,304. "," 3,545 "
53,Big Bear, 6757 feet," $330,461 ",33.3 years, 537.1 ,40.2 years, 130.9 ," $52,199 "," 28,837.", 54 
54,Blackhawk-Camino Tassajara,," over $1,000,000 ",33.3 years, 9.31 ,41.4 years, 182.9 ," over $200,000 "," 10,652."," 1,144 "
55,"Blackhawk, CA", 980 feet," $577,000
",36.4 years,,50.0 years, 140.7 ," $91,045"," 9,354.",
56,"Bloomington, CA", 1090 feet," $244,444 ",36.4 years, 5.97 ,32.8 years, 118.0 ," $50,892 "," 23,851. "," 3,996 "
57,"Blythe, CA", 267 feet," $150,664 ",36.4 years, 24.2 ,38.3 years, 114.2 ," $41,956 "," 19,258 (83% urban, 17% rural). ", 795 
58,Bonadelle Ranchos-Madera Ranchos,," $298,043 ",36.4 years, 11.6 ,40.9 years, 95.1 ," $88,305 "," 8,569. ", 737 
59,"Bonita, CA",," $653,291 ",36.4 years, 4.90 ,43.1 years, 136.4 ," $96,447 "," 12,538. "," 2,561 "
60,Bostonia, 480 feet," $311,152 ",36.4 years, 1.94 ,33.9 years, 134.6 ," $44,466 "," 15,379. "," 7,918 "
61,Boyes Hot Springs, 160 feet," $582,714 ",36.4 years, 1.05 ,36.0 years, 145.0 ," $75,201 "," 6,656. "," 6,321 "
62,Brawley, -110 feet," $161,334 ",36.4 years, 5.83 ,32.2 years, 91.3 ," $47,001 "," 25,820 (100% urban, 0% rural). "," 4,429 "
63,Brea, 360 feet," $649,247 ",36.4 years, 10.5 ,38.3 years, 128.0 ," $89,597 "," 41,508 (99% urban, 1% rural). "," 3,936 "
64,"Brentwood, CA",," $522,826 ",36.4 years, 11.6 ,38.7 years, 139.4 ," $103,402 "," 57,019 (100% urban, 0% rural). "," 4,897 "
65,Briones,," $728,639 ",33.3 years, 40.5 ,39.0 years, 161.1 ," $124,273 "," 6,817.", 168 
66,Buena Park, 74 feet," $542,300 ",36.4 years, 10.6 ,37.4 years, 128.5 ," $70,224 "," 83,148"," 7,863 "
67,"Burbank, CA", 598 feet," $691,200 ",36.4 years, 17.3 ,40.0 years, 142.4 ," $72,618 "," 104,451"," 6,021 "
68,"Burlingame, CA", 25 feet," over $1,000,000 ",36.4 years, 4.33 ,40.5 years, 179.5 ," $112,923 "," 30,298 (100% urban, 0% rural). "," 6,990 "
69,Calabasas, 928 feet," over $1,000,000 ",36.4 years, 13.1 ,43.5 years, 139.8 ," $117,603 "," 24,296 (96% urban, 4% rural). "," 1,854 "
70,Calexico, 2 feet," $177,672 ",36.4 years, 6.23 ,32.8 years, 92.0 ," $40,067 "," 39,799 (100% urban, 0% rural). "," 6,391 "
71,California City, 2360 feet," $108,147 ",36.4 years, 203.6 ,36.8 years, 87.6 ," $48,889 "," 13,263 (94% urban, 6% rural). ", 65 
72,Calimesa, 2400 feet," $201,243 ",36.4 years, 15.6 ,50.6 years, 115.6 ," $47,788 "," 8,423 (93% urban, 7% rural). ", 541 
73,Calipatria, -184 feet," $100,175 ",36.4 years, 3.71 ,32.4 years, 90.1 ," $40,143 "," 7,519 (100% urban, 0% rural). "," 2,028 "
74,Camarillo, 165 feet," $588,300 ",36.4 years, 18.9 ,42.0 years, 134.2 ," $79,397 "," 67,345"," 3,558 "
75,"Cambria, CA", 65 feet," $711,546 ",36.4 years, 8.57 ,60.7 years, 111.3 ," $65,761 "," 6,032. ", 704 
76,"Cameron Park, CA", 1200 feet," $403,276 ",36.4 years, 7.36 ,41.9 years, 100.6 ," $77,837 "," 18,228. "," 2,475 "
77,Camp Pendleton South,," $197,352 ",36.4 years, 3.84 ,21.9 years, 140.7 ," $44,937 "," 10,616. "," 2,768 "
78,"Campbell, CA", 196 feet," $989,800 ",36.4 years, 5.61 ,38.8 years, 155.7 ," $113,848 "," 41,119 (100% urban, 0% rural). "," 7,335 "
79,"Canyon Lake, CA", 1440 feet," $452,589 ",36.4 years, 4.00 ,46.1 years, 120.3 ," $87,148 "," 11,010 (100% urban, 0% rural). "," 2,750 "
80,Capitola, 50 feet," $649,422 ",36.4 years, 1.61 ,43.1 years, 159.7 ," $81,873 "," 10,146 (100% urban, 0% rural). "," 6,290 "
81,"Carlsbad, CA", 50 feet," $804,100 ",36.4 years, 37.4 ,41.4 years, 136.7 ," $113,217 "," 113,957"," 3,044 "
82,Carmel Valley, 400 feet," $897,816 ",33.3 years, 189.3 ,46.1 years, 121.4 ," $92,978 "," 6,266.", 33 
83,"Carmel, CA",," over $1,000,000 ",33.3 years, 59.1 ,54.0 years, 143.2 ," $86,808 "," 15,677.", 265 
84,Carmichael, 123 feet," $347,200 ",36.4 years, 10.8 ,38.8 years, 100.8 ," $58,489 "," 63,064"," 5,860 "
85,Carpinteria Valley,," $731,531 ",33.3 years, 52.2 ,37.7 years, 131.9 ," $76,545 "," 19,142.", 367 
86,Carpinteria, 14 feet," $669,755 ",36.4 years, 2.70 ,43.6 years, 117.0 ," $75,446 "," 13,671 (100% urban, 0% rural). "," 5,057 "
87,"Carson, CA", 37 feet," $429,700 ",36.4 years, 18.8 ,38.5 years, 131.4 ," $80,616 "," 92,821"," 4,926 "
88,Casa de Oro-Mount Helix,," $691,242 ",36.4 years, 6.84 ,45.1 years, 136.6 ," $86,483 "," 18,762. "," 2,744 "
89,Castaic, 1232 feet," $537,900
",36.4 years,,36.4 years, 125.0 ," $61,338"," 19,015.",
90,Castro Valley, 180 feet," $682,900 ",36.4 years, 14.4 ,43.1 years, 145.9 ," $90,075 "," 65,153"," 4,517 "
91,"Castroville, CA", 23 feet," $316,019 ",36.4 years, 1.01 ,28.6 years, 104.2 ," $53,448 "," 6,481. "," 6,416 "
92,Cathedral City, 400 feet," $243,234 ",36.4 years, 19.2 ,37.6 years, 118.8 ," $43,251 "," 53,437 (100% urban, 0% rural). "," 2,787 "
93,"Central Coast, CA",," over $1,000,000 ",33.3 years, 50.4 ,34.3 years, 163.3 ," $86,739 "," 238,434."," 4,732 "
94,Central Colusa,," $226,015 ",33.3 years, 324.6 ,29.3 years, 97.9 ," $60,917 "," 10,807.", 33 
95,"Central Contra Costa, CA",," $782,747 ",33.3 years, 261.3 ,39.1 years, 168.5 ," $104,464 "," 486,883."," 1,863 "
96,Central Shasta,," $277,329 ",33.3 years, 1497.2 ,44.6 years, 102.8 ," $50,239 "," 11,467.", 7.7 
97,Ceres, 90 feet," $228,837 ",36.4 years, 6.94 ,30.5 years, 96.2 ," $52,123 "," 47,343 (100% urban, 0% rural). "," 6,824 "
98,Cerritos, 45 feet," $717,778 ",36.4 years, 8.62 ,45.3 years, 138.4 ," $100,945 "," 50,004 (100% urban, 0% rural). "," 5,802 "
99,"Charter Oak, CA", 740 feet," $419,331 ",36.4 years, 0.93 ,34.2 years, 132.9 ," $71,312 "," 9,310. "," 10,016 "
100,"Cherry Valley, CA", 2820 feet," $225,579 ",36.4 years, 8.24 ,51.4 years, 115.8 ," $51,633 "," 6,362. ", 772 
101,Cherryland, 61 feet," $402,189 ",36.4 years, 1.17 ,35.7 years, 144.3 ," $61,675 "," 14,728. "," 12,623 "
102,"Chico, CA", 195 feet," $293,200 ",36.4 years, 27.7 ,30.0 years, 97.1 ," $39,488 "," 91,545"," 3,300 "
103,Chino Hills, 1200 feet," $596,700 ",36.4 years, 44.8 ,35.6 years, 122.5 ," $99,324 "," 78,821"," 1,759 "
104,Chino, 750 feet," $434,100 ",36.4 years, 21.1 ,38.1 years, 121.4 ," $68,666 "," 87,771"," 4,169 "
105,Chowchilla, 240 feet," $175,745 ",36.4 years, 7.10 ,35.4 years, 92.9 ," $40,546 "," 18,909 (100% urban, 0% rural). "," 2,664 "
106,Chuckwalla,," $173,345 ",33.3 years, 3838.4 ,33.2 years, 113.7 ," $40,451 "," 14,948.", 3.9 
107,"Chula Vista, CA", 70 feet," $464,500 ",36.4 years, 48.9 ,37.0 years, 133.6 ," $68,699 "," 267,169"," 5,466 "
108,Citrus Heights, 150 feet," $269,000 ",36.4 years, 14.3 ,37.8 years, 99.8 ," $59,465 "," 87,444"," 6,095 "
109,Citrus, 585 feet," $400,938 ",36.4 years, 0.90 ,31.5 years, 134.1 ," $67,018 "," 10,866. "," 12,102 "
110,"Claremont, CA", 1169 feet," $672,201 ",36.4 years, 13.1 ,40.2 years, 133.1 ," $99,497 "," 36,054 (100% urban, 0% rural). "," 2,743 "
111,"Clayton, CA", 394 feet," $767,706 ",36.4 years, 3.94 ,46.1 years, 143.9 ," $150,436 "," 11,690 (100% urban, 0% rural). "," 2,965 "
112,Clearlake, 1400 feet," $109,415 ",36.4 years, 10.2 ,40.4 years, 86.8 ," $29,576 "," 15,089 (97% urban, 3% rural). "," 1,482 "
113,Cloverdale-Geyserville,," $485,066 ",33.3 years, 301.4 ,38.0 years, 157.0 ," $66,224 "," 12,805.", 42 
114,"Cloverdale, CA",," $432,019 ",36.4 years, 2.52 ,39.5 years, 137.3 ," $70,954 "," 8,796 (100% urban, 0% rural). "," 3,487 "
115,"Clovis, CA", 361 feet," $309,800 ",36.4 years, 17.1 ,33.1 years, 94.8 ," $65,976 "," 106,587"," 6,227 "
116,"Coachella Valley, CA",," $255,623 ",33.3 years, 303.0 ,27.9 years, 125.1 ," $49,999 "," 156,830.", 518 
117,Coachella, -71 feet," $192,535 ",36.4 years, 20.8 ,29.2 years, 115.8 ," $37,471 "," 44,132 (96% urban, 4% rural). "," 2,120 "
118,Coalinga, 667 feet," $177,791 ",36.4 years, 5.94 ,33.7 years, 92.8 ," $54,334 "," 16,452 (100% urban, 0% rural). "," 2,768 "
119,Colfax-Summit,," $449,714 ",33.3 years, 348.2 ,41.0 years, 106.4 ," $80,069 "," 24,007.", 69 
120,"Colton, CA", 1000 feet," $223,995 ",36.4 years, 15.1 ,30.1 years, 117.1 ," $45,474 "," 54,053 (100% urban, 0% rural). "," 3,577 "
121,"Commerce, CA", 146 feet," $397,005 ",36.4 years, 6.57 ,34.6 years, 136.6 ," $44,703 "," 13,076 (100% urban, 0% rural). "," 1,991 "
122,"Compton, CA", 66 feet," $327,900 ",36.4 years, 10.1 ,30.4 years, 133.6 ," $49,125 "," 97,537"," 9,625 "
123,"Concord, CA", 80 feet," $530,900 ",36.4 years, 30.1 ,37.6 years, 143.5 ," $76,335 "," 128,728"," 4,272 "
124,"Corcoran, CA", 207 feet," $123,714 ",36.4 years, 6.40 ,36.0 years, 90.1 ," $40,038 "," 22,815 (100% urban, 0% rural). "," 3,567 "
125,"Corning, CA", 272 feet," $181,177 ",36.4 years, 2.91 ,26.4 years, 89.0 ," $33,276 "," 7,558 (100% urban, 0% rural). "," 2,601 "
126,Coronado, 20 feet," over $1,000,000 ",36.4 years, 7.72 ,38.1 years, 159.6 ," $98,379 "," 24,910 (100% urban, 0% rural). "," 3,227 "
127,"Corona, CA", 678 feet," $442,600 ",36.4 years, 35.1 ,36.0 years, 120.1 ," $71,584 "," 166,774"," 4,745 "
128,Corte Madera, 27 feet," over $1,000,000 ",36.4 years, 3.17 ,45.0 years, 164.9 ," $130,352 "," 9,916 (100% urban, 0% rural). "," 3,131 "
129,"Costa Mesa, CA", 101 feet," $720,800 ",36.4 years, 15.6 ,35.1 years, 132.2 ," $81,019 "," 112,825"," 7,219 "
130,Cotati, 110 feet," $522,631 ",36.4 years, 1.88 ,37.2 years, 141.2 ," $71,629 "," 7,429 (100% urban, 0% rural). "," 3,954 "
131,Coto de Caza,," over $1,000,000 ",36.4 years, 7.89 ,46.0 years, 130.0 ," $172,844 "," 14,866. "," 1,884 "
132,"Country Club, CA", 1 feet," $177,902 ",36.4 years, 1.91 ,37.5 years, 96.7 ," $47,537 "," 9,379. "," 4,907 "
133,Covina, 546 feet," $480,408 ",36.4 years, 6.97 ,36.1 years, 134.2 ," $69,275 "," 49,002 (100% urban, 0% rural). "," 7,035 "
134,"Crescent City, CA", 44 feet," $140,462 ",36.4 years, 1.78 ,35.7 years, 87.9 ," $29,279 "," 6,786 (100% urban, 0% rural). "," 3,815 "
135,"Crestline, CA", 4720 feet," $226,241 ",36.4 years, 10.9 ,47.7 years, 116.6 ," $51,700 "," 10,770. ", 991 
136,"Cudahy, CA", 121 feet," $330,722 ",36.4 years, 1.12 ,27.8 years, 135.6 ," $41,340 "," 24,291 (100% urban, 0% rural). "," 21,702 "
137,Culver City, 94 feet," $781,748 ",36.4 years, 5.11 ,41.6 years, 145.2 ," $86,791 "," 39,691 (100% urban, 0% rural). "," 7,761 "
138,Cupertino, 236 feet," over $1,000,000 ",36.4 years, 10.9 ,40.9 years, 162.5 ," $162,398 "," 60,668 (100% urban, 0% rural). "," 5,546 "
139,"Cypress, CA", 36 feet," $605,897 ",36.4 years, 6.61 ,42.3 years, 127.8 ," $88,460 "," 49,240 (100% urban, 0% rural). "," 7,446 "
140,"Daly City, CA", 300 feet," $737,500 ",36.4 years, 7.56 ,40.2 years, 162.1 ," $89,843 "," 106,484"," 14,082 "
141,Dana Point, 160 feet," $874,064 ",36.4 years, 6.64 ,49.0 years, 133.8 ," $87,878 "," 34,116 (100% urban, 0% rural). "," 5,140 "
142,"Danville, CA", 368 feet," over $1,000,000 ",36.4 years, 18.1 ,45.9 years, 148.1 ," $161,044 "," 43,909 (100% urban, 0% rural). "," 2,427 "
143,"Davis, CA", 50 feet," $641,200 ",36.4 years, 10.5 ,25.7 years, 106.6 ," $64,452 "," 68,107"," 6,515 "
144,Del Aire, 88 feet," $560,457 ",36.4 years, 0.99 ,33.9 years, 138.0 ," $81,679 "," 10,001. "," 10,111 "
145,"Delano, CA", 316 feet," $186,873 ",36.4 years, 10.1 ,29.4 years, 91.0 ," $36,349 "," 52,651 (100% urban, 0% rural). "," 5,210 "
146,"Delhi, CA", 117 feet," $205,316 ",36.4 years, 4.65 ,30.0 years, 91.8 ," $52,409 "," 10,755. "," 2,313 "
147,Desert Hot Springs, 1100 feet," $170,943 ",36.4 years, 23.3 ,33.7 years, 116.0 ," $35,329 "," 28,164 (97% urban, 3% rural). "," 1,211 "
148,Desert Palms,," $329,600
",36.4 years,,76.3 years, 117.1 ," $60,134"," 6,957.",
149,Diamond Bar, 720 feet," $686,083 ",36.4 years, 14.8 ,42.8 years, 135.9 ," $95,094 "," 56,784 (100% urban, 0% rural). "," 3,847 "
150,Diamond Springs, 1778 feet," $285,884 ",36.4 years, 5.94 ,47.7 years, 100.4 ," $60,523 "," 11,037. "," 1,858 "
151,Dinuba, 330 feet," $172,737 ",36.4 years, 3.42 ,28.0 years, 87.3 ," $40,755 "," 23,667 (99% urban, 1% rural). "," 6,918 "
152,"Discovery Bay, CA", 10 feet," $564,311 ",36.4 years, 8.08 ,41.5 years, 140.6 ," $116,844 "," 13,352. "," 1,653 "
153,"Dixon, CA", 60 feet," $371,229 ",36.4 years, 6.62 ,34.4 years, 131.3 ," $77,269 "," 19,164 (100% urban, 0% rural). "," 2,897 "
154,Donner, 7020 feet," $458,353 ",33.3 years, 342.7 ,35.5 years, 107.7 ," $74,858 "," 15,187.", 44 
155,"Downey, CA", 119 feet," $530,400 ",36.4 years, 12.4 ,32.9 years, 136.6 ," $65,578 "," 113,267"," 9,120 "
156,Duarte, 510 feet," $446,052 ",36.4 years, 6.68 ,40.3 years, 133.7 ," $69,402 "," 22,006 (100% urban, 0% rural). "," 3,294 "
157,"Dublin, CA", 380 feet," $834,317 ",36.4 years, 12.6 ,37.0 years, 144.5 ," $144,725 "," 54,695 (100% urban, 0% rural). "," 4,345 "
158,Earlimart, 283 feet," $127,737 ",36.4 years, 2.01 ,24.0 years, 86.8 ," $25,264 "," 8,537. "," 4,243 "
159,East Colusa,," $257,472 ",33.3 years, 265.9 ,33.5 years, 103.0 ," $56,235 "," 9,242.", 35 
160,East Compton, 68 feet," $359,223 ",33.3 years, 0.52 ,23.6 years, 149.6 ," $45,649 "," 9,472."," 18,305 "
161,East Contra Costa,," $505,387 ",33.3 years, 147.5 ,33.5 years, 152.2 ," $97,892 "," 78,216.", 530 
162,East Foothills, 300 feet," $866,767 ",36.4 years, 2.30 ,46.1 years, 147.9 ," $158,611 "," 8,269. "," 3,600 "
163,East Hemet, 1685 feet," $203,271 ",36.4 years, 3.22 ,34.7 years, 115.5 ," $51,689 "," 17,418. "," 5,403 "
164,East Kern,," $165,370 ",33.3 years, 1809.0 ,34.0 years, 92.5 ," $58,992 "," 82,330.", 46 
165,East La Mirada, 222 feet," $565,409 ",36.4 years, 1.11 ,36.3 years, 135.0 ," $74,788 "," 9,757. "," 8,756 "
166,"East Los Angeles, CA", 261 feet," $357,300 ",36.4 years, 7.44 ,30.9 years, 136.2 ," $42,352 "," 127,804"," 17,170 "
167,East Palo Alto, 15 feet," $611,781 ",36.4 years, 2.55 ,29.2 years, 162.6 ," $60,814 "," 29,530 (100% urban, 0% rural). "," 11,595 "
168,East Pasadena, 700 feet," $790,192 ",36.4 years, 1.32 ,42.7 years, 139.2 ," $95,617 "," 6,144. "," 4,662 "
169,East Porterville, 485 feet," $148,312 ",36.4 years, 3.06 ,28.6 years, 86.8 ," $35,079 "," 6,767. "," 2,211 "
170,East Rancho Dominguez,," $537,900
",36.4 years,,29.3 years, 124.1 ," $61,338"," 15,135.",
171,"East San Gabriel Valley, CA",," $480,211 ",33.3 years, 212.6 ,31.3 years, 147.3 ," $75,423 "," 952,352."," 4,479 "
172,East San Gabriel,," $766,594 ",36.4 years, 1.55 ,43.3 years, 142.1 ," $74,449 "," 14,874. "," 9,570 "
173,East Shasta,," $182,995 ",33.3 years, 888.8 ,42.4 years, 98.8 ," $43,133 "," 9,034.", 10 
174,East Sonora-Phoenix Lake,," $310,477 ",33.3 years, 50.3 ,45.3 years, 108.9 ," $57,096 "," 12,519.", 249 
175,East Yolo,," $247,982 ",33.3 years, 45.5 ,34.0 years, 106.2 ," $50,660 "," 36,296.", 798 
176,"Eastvale, CA",," $329,600
",36.4 years,,33.2 years, 119.8 ," $60,134"," 57,016 (100% urban, 0% rural).",
177,"El Cajon, CA", 435 feet," $424,300 ",36.4 years, 14.6 ,33.4 years, 137.5 ," $45,577 "," 103,769"," 7,121 "
178,El Centro, -40 feet," $177,242 ",36.4 years, 9.58 ,33.2 years, 91.5 ," $48,275 "," 43,763 (100% urban, 0% rural). "," 4,569 "
179,El Cerrito, 66 feet," $776,735 ",36.4 years, 3.65 ,44.0 years, 148.7 ," $101,798 "," 24,599 (100% urban, 0% rural). "," 6,748 "
180,El Dorado Hills, 765 feet," $604,071 ",36.4 years, 17.9 ,44.4 years, 102.2 ," $130,997 "," 42,108. "," 2,352 "
181,"El Monte, CA", 283 feet," $430,600 ",36.4 years, 9.55 ,35.1 years, 137.7 ," $48,434 "," 115,800"," 12,122 "
182,El Paso de Robles (Paso Robles),," $450,935 ",36.4 years, 17.3 ,35.2 years, 104.2 ," $67,993 "," 31,287 (97% urban, 3% rural). "," 1,805 "
183,El Rio, 79 feet," $371,196 ",36.4 years, 1.56 ,31.7 years, 132.3 ," $63,769 "," 7,198. "," 4,604 "
184,El Segundo, 100 feet," $958,156 ",36.4 years, 5.54 ,39.5 years, 144.1 ," $96,976 "," 17,063 (100% urban, 0% rural). "," 3,081 "
185,El Sobrante, 160 feet," $427,534 ",36.4 years, 3.10 ,41.1 years, 140.9 ," $73,792 "," 12,669. "," 4,085 "
186,"El Toro, CA", 520 feet," $752,172 ",33.3 years, 74.2 ,34.5 years, 145.7 ," $108,013 "," 178,968."," 2,412 "
187,"Elk Grove, CA", 51 feet," $374,300 ",36.4 years, 15.2 ,36.5 years, 99.7 ," $91,899 "," 169,780"," 11,172 "
188,Elsinore Valley,," $365,978 ",33.3 years, 193.3 ,31.1 years, 127.9 ," $70,516 "," 93,311.", 483 
